ax,ay,az,gx,gy,gz,mx,my,mz
0.14463286718832433,0.03766732739135137,-0.2404212649189188,-0.5632639488249366,-2.802494953102798,0.06382256440631451,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.15220122718832432,0.03717902739135137,-0.23700326491891888,-1.8915081488249368,-1.4818842531027978,-1.5544977355936855,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.1568398971883243,0.03913222739135136,-0.23920056491891883,1.9710872511750632,0.7089557468972019,-0.6995357355936854,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.15732817718832431,0.042306027391351364,-0.24017706491891888,-0.013645748824936632,-1.5353192531027977,-1.7300707355936855,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.15366606718832432,0.029122427391351402,-0.24237436491891884,2.8871182511750635,2.3883447468972023,-2.676635735593685,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.15049223718832433,0.03473762739135139,-0.24969856491891884,2.3833012511750633,1.7929247468972025,-1.2644217355936855,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.15391020718832432,0.0415736273913514,-0.24896616491891888,1.7344462511750636,0.2814747468972021,0.23939506440631453,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.15171294718832434,0.04206182739135139,-0.2352942649189188,-0.2502868488249367,-3.2223422531027976,-2.577398735593685,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.15244536718832433,0.036446627391351405,-0.23431776491891887,0.04742325117506341,-0.6345562531027977,-1.8674747355936852,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.15537505718832434,0.03571422739135138,-0.2472571649189188,-0.23501964882493664,0.11353574689720203,0.3462653244063145,-58.84807891197258,-27.519999916470326,-93.22147783893767
0.14707426718832434,0.04084112739135137,-0.2426184649189188,0.9023852511750632,-0.840663253102798,0.10962416440631456,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.14634184718832433,0.02985482739135137,-0.24554816491891884,2.3145982511750636,1.7318557468972018,-0.027780535593685485,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.14683012718832433,0.024483727391351406,-0.25384896491891884,-0.4258593488249366,1.0601007468972026,0.5905401644063145,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.14487700718832433,0.030831427391351363,-0.25018686491891884,0.5817742511750634,1.1593377468972021,0.15542566440631453,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.15732817718832431,0.02985482739135137,-0.23968886491891883,-0.08998174882493659,0.21277274689720205,0.43786837440631454,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.15244536718832433,0.03131972739135136,-0.24530406491891887,1.2993312511750634,-0.5124182531027976,-1.2567877355936856,-57.928078911972584,-27.519999916470326,-93.22147783893767
0.15146880718832434,0.023751327391351384,-0.24652476491891884,1.2000952511750635,-0.27577725310279755,0.0027538644063145323,-57.928078911972584,-27.519999916470326,-93.22147783893767
0.1529336471883243,0.038155627391351365,-0.23724736491891885,-1.0441799488249366,-0.6650902531027976,0.17832636440631452,-57.928078911972584,-27.519999916470326,-93.22147783893767
0.1531777871883243,0.03302862739135137,-0.2394446649189188,0.25353025117506345,-0.31394525310279775,0.5447385644063145,-57.928078911972584,-26.59999991647034,-93.22147783893767
0.14731841718832434,0.0332728273913514,-0.24383916491891888,1.3374992511750632,-0.7185252531027979,-0.7758717355936854,-57.928078911972584,-26.59999991647034,-93.22147783893767
0.15342192718832431,0.040597027391351403,-0.24383916491891888,0.4214692511750633,0.6326197468972024,0.43786837440631454,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.15879301718832434,0.03351692739135137,-0.24579236491891887,0.7039112511750634,2.1440697468972023,0.8500820644063145,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.15488676718832434,0.036690727391351374,-0.23920056491891883,-1.1968516888249365,-0.04676925310279767,-0.07358203559368548,-58.84807891197258,-26.59999991647034,-93.22147783893767
0.15098051718832434,0.03498182739135136,-0.23700326491891888,-0.4640272488249366,1.113535746897202,-0.9667117355936855,-57.928078911972584,-27.519999916470326,-93.22147783893767
0.15122466718832434,0.036446627391351405,-0.24701306491891883,0.8031482511750634,1.5868177468972022,-0.9209107355936855,-57.928078911972584,-27.519999916470326,-93.22147783893767
0.15342192718832431,0.0369349273913514,-0.24505986491891885,-0.7083020488249366,0.3120087468972019,-0.2873224355936854,-57.928078911972584,-27.519999916470326,-93.22147783893767
0.15098051718832434,0.03302862739135137,-0.24652476491891884,0.5817742511750634,0.8921617468972021,0.33863173440631456,-57.928078911972584,-26.59999991647034,-93.22147783893767
0.14341216718832434,0.020821627391351405,-0.2435950649189188,-0.3724241488249367,2.289107746897202,0.4684027344063145,-57.928078911972584,-26.59999991647034,-93.22147783893767
