acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1085,3966,3559,-7645,-3550,-1835
1109,3906,3471,-7562,-3830,-1792
1801,3542,1503,-6924,-3925,-1373
1841,3618,1495,-5591,-530,-991
1749,3606,1567,-5456,-423,-920
1585,3678,1803,-5375,-373,-827
901,3234,2431,-4703,-170,-115
653,3006,2491,-4520,-15,158
-587,2658,2659,-4131,933,226
-639,2738,2779,-4140,1243,140
-867,3386,3439,-3966,1654,-384
-955,3602,3619,-3806,1629,-561
-1335,4086,3763,-3428,1138,-874
-975,4018,3227,-3057,856,-1138
-179,3290,3291,-2761,793,-1751
101,3170,3291,-2541,754,-1998
-11,2786,3403,-1738,500,-2574
941,2558,3179,-1090,-269,-2645
2657,1762,2439,-1194,-112,-2593
2857,1678,2171,-1211,142,-2522
2833,1846,1807,-1311,823,-2355
2673,1870,1979,-1588,1548,-2081
2077,1782,2611,-1885,2261,-1555
1789,1886,2883,-1890,2262,-1318
1009,1750,3247,-1913,2071,-970
525,1526,3091,-1789,2161,-759
-143,1926,2755,-1292,3459,-897
153,2198,2687,-1246,4119,-843
73,2786,3075,-1197,5299,-861
-31,3066,3839,-1212,5713,-647
105,3562,4451,-998,5074,-151
137,3850,4667,-834,4640,54
609,4122,4775,-342,2972,823
909,4142,4743,-241,2738,1090
2177,5098,5059,-45,2770,2209
2257,5402,5319,-169,2843,2679
2917,5854,5687,-794,2346,4429
3221,6046,5887,-990,2053,4915
3761,6450,5711,-1138,348,5889
4197,6546,5519,-1090,-231,5880
5073,6998,5163,-1147,-2055,4953
5109,7246,5131,-1483,-2396,4452
4289,9078,5327,-3991,-2227,2565
3913,9298,5467,-4897,-2344,1910
3041,7774,4219,-6393,-3857,202
2585,7350,4175,-6182,-4006,-375
565,8486,4647,-5929,-3729,-1000
-535,8554,4791,-5775,-3421,-830
-3523,6050,4839,-5070,-2093,-830
-4003,5354,4563,-4869,-1060,-1507
-5083,4478,4855,-3972,1724,-4276
-5507,4426,5191,-3729,2153,-5167
-6359,4566,6283,-3500,1600,-7572
-6399,5026,6155,-3455,1001,-8264
-6155,6010,5035,-3035,-818,-9285
-6287,5938,4615,-2845,-751,-9621
-7091,4570,4131,-2557,-4,-10881
-7155,4266,4263,-2331,315,-11465
-5027,6286,5727,-1797,-152,-12266
-4703,7098,6255,-1409,-1193,-12045
-3771,7722,6483,-1469,-4180,-10396
-3195,7594,6247,-1831,-4526,-9801
-347,7354,5735,-2177,-5594,-7877
693,7866,5583,-1908,-6004,-7126
2785,8910,6051,-1073,-8285,-4127
3161,8622,5779,-1125,-8016,-3487
4613,7242,5851,-2131,-5078,-1780
5429,6798,5723,-2251,-4218,-1320
7085,6938,6051,-2375,-2952,-525
7969,8502,6635,-2022,-3320,623
7517,10014,5087,-209,-5022,3258
7325,10162,4403,201,-4797,3988
5713,9586,3723,973,-3477,5557
3841,7774,3183,1902,-1496,6143
3489,7214,2899,3241,1326,6188
2997,7974,3183,3497,2074,6268
41,8798,3587,4428,2874,7774
-443,7786,3411,4514,3322,8247
-523,5230,2503,4320,5690,7743
-547,5058,2451,4322,6303,7449
-1323,5762,2131,3860,7632,6881
-1783,6058,2191,3694,7775,6886
