acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-791,5826,1635,19,-167,76
-807,5902,1519,46,-193,109
-871,6022,1559,35,-288,179
-951,5978,1467,-33,-405,183
-555,5686,2655,217,839,-179
-619,5674,2799,165,644,-138
-711,5566,2643,161,524,-158
-695,5570,2475,163,525,-156
-563,5570,2351,135,453,-205
-495,5606,2479,170,444,-177
-559,5662,2323,119,375,-176
-359,5578,1927,83,-69,14
-423,5602,1507,180,-93,5
-751,5494,1211,522,228,-23
-1187,4634,435,427,833,-390
-643,5902,1471,262,1268,-183
-435,5506,1179,580,1182,-190
-771,6066,1743,161,995,-28
-623,5878,1711,82,1058,-35
-759,5570,2015,-10,938,-99
-607,5610,2187,107,1010,-206
-395,5734,2451,52,947,-243
-387,5722,2583,49,963,-231
-603,5698,2931,88,421,-204
-643,5674,2811,131,193,-127
-627,5790,2563,45,-323,-7
-595,5750,2319,40,-389,7
-639,5774,1975,50,-312,-23
-671,5798,1851,120,-215,-4
-803,5686,1903,247,-34,36
-739,5610,1871,289,30,69
-523,5842,2087,156,102,68
-499,5798,2091,37,65,49
-663,5802,2231,56,47,101
-655,5806,2183,78,25,117
-631,5834,2295,39,125,18
-531,5810,2263,16,60,22
-499,5738,2435,80,-73,24
-623,5650,2411,96,-168,67
-631,5662,2343,61,-309,82
-655,5714,2199,-3,-301,124
-659,5754,2339,-215,-298,111
-531,5662,2107,-240,-354,74
-595,5718,1959,-102,-452,60
-651,5658,1895,-122,-374,59
-731,5850,2067,-169,-307,103
-723,5694,2047,-176,-273,86
-447,5854,1955,3,-331,165
-619,5554,1895,52,-239,93
-691,5722,2035,-32,-270,104
-727,5650,2035,-38,-330,99
-647,5638,1983,-62,-318,83
-655,5634,1967,-2,-358,110
-591,5658,1811,46,-298,151
-547,5630,1755,48,-258,154
-627,5630,1695,93,-144,38
-531,5642,1891,61,-93,88
-587,5670,1879,10,-118,111
-659,5682,2015,-24,-123,147
-595,5714,1919,-3,-179,103
-615,5682,2043,-19,-173,150
-527,5782,1919,-13,-110,86
-591,5802,1803,-35,-143,115
-587,5638,1939,7,-181,185
-663,5678,1983,-41,-218,162
-639,5550,1887,11,-280,186
-607,5494,1879,35,-247,144
-579,5538,1803,18,-158,136
-583,5546,1739,23,-153,128
-595,5554,1623,72,-31,71
-559,5494,1635,42,64,55
-447,5526,1803,54,51,-23
-579,5498,1815,47,136,-19
-603,5482,1827,94,73,-35
-651,5542,1847,100,68,-50
-583,5638,1975,41,85,-66
-563,5570,1955,-16,93,-86
-663,5678,1851,86,-83,1
-615,5734,1915,56,-66,-8
-651,5606,1851,70,-62,14
-583,5622,1939,73,-19,-2
-523,5578,2099,-74,48,-12
-503,5658,1887,-80,14,22
-627,5650,1731,1,34,25
-583,5610,1623,30,59,35
-567,5606,1963,-42,-74,31
-683,5618,1903,-36,-125,92
-499,5418,1891,-69,-168,101
-515,5558,1871,-44,-129,64
-483,5514,1555,4,44,-37
-675,5610,1655,23,76,-46
-663,5614,1775,62,110,-28
-719,5686,1975,10,106,-14
-599,5638,1811,-37,12,32
-599,5566,1911,10,48,42
-499,5546,1723,59,128,-9
-575,5586,1799,80,149,12
-643,5614,1983,-2,76,-8
-651,5674,2115,-66,-25,16
-611,5670,1903,-44,-180,114
-587,5606,2003,-52,-235,64
-635,5538,1835,55,-138,41
-567,5434,1659,150,-98,45
-555,5502,1827,68,94,-16
-583,5554,1815,28,98,-45
-479,5494,1735,-29,-9,-21
-543,5622,1707,-59,-4,-34
-647,5614,1555,29,58,27
-611,5534,1739,53,154,-6
-599,5566,1795,73,188,4
-583,5554,1767,33,181,-2
-559,5474,1935,53,123,-7
-579,5578,1983,34,96,-42
-591,5578,1767,68,86,-42
-703,5586,1735,83,200,-60
-519,5610,1919,95,210,-78
-543,5558,1855,61,243,-50
-567,5622,1963,42,68,-60
-687,5534,2039,34,82,-24
-583,5602,1891,13,189,-51
-487,5578,1891,19,214,-68
-451,5654,1895,29,206,-26
-615,5634,2027,-6,147,19
-643,5718,2039,-6,-58,39
-615,5702,2107,-83,-138,72
-627,5686,1907,-58,-247,129
-507,5578,2103,-37,-251,117
-615,5578,1687,7,-36,78
-659,5554,1715,8,6,63
-647,5634,1851,19,81,-32
-543,5542,1903,-19,80,-12
-571,5558,2003,-53,94,-29
-559,5590,1871,9,-5,-20
-519,5622,1855,143,152,-14
-519,5586,1875,123,170,-63
-683,5590,2051,182,328,-123
-655,5622,2055,104,265,-67
-603,5554,2091,-41,-45,-17
-475,5550,2103,-95,-126,28
-591,5510,1799,-17,-148,-43
-563,5586,1727,-10,-52,-60
-703,5730,1823,9,155,-38
-659,5686,1871,-3,164,-47
-607,5718,2011,-73,24,39
-591,5570,1951,-49,-71,44
-543,5558,2027,-15,-103,112
-519,5450,2095,45,-57,117
-559,5454,1851,84,-51,77
-515,5382,1895,74,-9,33
-467,5462,1875,39,-47,-51
-531,5486,1735,68,-73,-86
-711,5574,1719,85,121,-117
-671,5602,1883,43,121,-128
-631,5626,1947,-9,261,-158
-591,5746,1963,-9,240,-141
-587,5614,2095,53,251,-114
-611,5630,2303,28,243,-126
-583,5670,2139,23,140,-95
-619,5750,2163,-53,-148,26
-587,5674,2151,-24,-204,33
-567,5778,1867,-13,-176,54
-563,5626,1899,7,-17,5
-635,5702,1991,-47,8,20
-675,5690,2103,-98,-48,30
-535,5634,2019,-47,-237,121
-531,5622,2087,-46,-193,125
-615,5590,1719,63,29,124
-595,5606,1819,108,46,88
-575,5570,2099,29,3,35
-535,5646,1959,-35,-79,54
-527,5574,2159,-33,-196,27
-587,5534,1879,0,-197,66
-699,5586,1771,105,62,106
-607,5610,1791,116,162,40
-599,5642,2031,81,107,99
-587,5678,2039,12,70,102
-623,5586,2087,-47,-149,162
-591,5482,1843,-56,-186,165
-611,5546,1747,41,-33,105
-547,5550,1863,48,-34,115
-611,5590,1867,60,53,57
-523,5594,1991,4,94,37
-523,5538,2035,-88,-7,65
-491,5554,1951,-98,-8,60
-543,5578,1867,-24,53,45
-611,5582,1963,11,104,52
-587,5502,1995,42,207,16
-503,5450,2027,84,154,18
-575,5650,2287,3,-15,37
-527,5594,2215,19,-104,46
-607,5534,2127,-32,-201,83
-543,5606,1867,31,-176,51
-571,5498,1827,31,-44,42
-551,5570,1671,20,-9,34
-575,5510,1875,-28,3,34
-579,5570,1843,-23,-36,32
-503,5514,1847,-19,15,52
-571,5506,1891,1,-43,71
-555,5466,1851,8,-25,66
-595,5522,1839,11,-35,79
-535,5442,1863,-19,-12,17
-519,5458,1963,-17,-56,46
-551,5462,1943,2,-9,53
-587,5414,1879,47,0,30
-603,5510,1971,20,101,21
-559,5542,2043,-28,117,-21
-547,5526,1991,10,228,0
-471,5530,1967,-11,182,14
-531,5402,1955,-64,124,-44
-511,5454,2091,-56,80,-74
-575,5454,1851,-24,65,-70
-635,5530,1907,17,28,-52
-635,5630,1939,34,75,-20
-455,5670,1955,18,40,40
-683,5442,1807,76,89,-8
-595,5422,2003,104,107,11
-503,5370,1991,65,180,-15
-491,5430,2019,53,170,13
-531,5538,2091,15,67,-26
-571,5502,2051,-39,19,-4
-615,5582,1995,9,54,-2
-551,5562,2063,56,92,-1
-603,5506,2003,31,127,27
-615,5566,2015,5,147,-13
-571,5530,2027,-5,-75,41
-523,5486,2043,-4,-49,-1
-463,5502,1911,-57,10,-8
-467,5506,1951,-123,48,-130
-459,5606,1995,-94,167,-133
-591,5466,1995,-99,197,-200
-575,5562,1983,-118,117,-170
-635,5614,2127,-185,91,-96
-647,5506,2047,-77,58,23
-611,5602,1919,-72,17,9
-527,5558,2055,14,-118,179
-571,5518,2079,-94,-176,215
-635,5454,1855,-90,-327,238
-543,5426,1871,-86,-287,226
-479,5458,1683,92,36,43
-515,5514,1663,95,199,-21
-487,5458,1903,46,395,-152
-515,5502,2315,-55,343,-205
-615,5578,2375,-117,20,-179
-571,5518,2099,-88,-32,-210
-543,5654,1895,-3,64,-220
-595,5590,1903,26,116,-238
-535,5890,2139,-62,120,-120
-615,5802,2367,-83,17,-54
-671,5726,2231,-92,-235,7
-603,5710,2267,-76,-300,3
-515,5642,2031,-61,-245,22
-519,5614,2095,-98,-238,42
-583,5530,1971,-82,-375,95
-631,5490,1947,-60,-389,82
-623,5442,1743,-4,-265,62
-539,5538,1507,-4,-107,48
-623,5590,1915,-46,104,45
-603,5574,1895,-1,36,35
-559,5538,1831,6,81,0
-539,5478,1831,82,96,9
-527,5546,2115,57,106,-63
-507,5578,2127,-15,-1,-27
-619,5542,2099,55,-164,-32
