acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-447,4574,-445,7209,2964,-1448
-411,4694,-321,7415,3000,-1459
-227,5078,571,7632,3713,-1350
-979,4202,399,9706,4016,-1456
-1003,4170,347,9924,4037,-1522
-1039,4114,87,10148,4037,-1628
-1535,4278,-661,12291,4691,-2313
-1543,4310,-1165,13187,5257,-2617
-1803,4842,-2425,16198,7408,-4087
-1959,5070,-2597,17260,8221,-4523
-2751,5630,-2281,20359,10067,-5399
-2959,5570,-2005,21189,10525,-5558
-2807,5174,-1149,22967,10654,-6000
-2587,5322,-1037,23439,10329,-6138
-2055,5530,-845,24555,9110,-6503
-1907,5702,-1177,24743,8706,-6516
-1583,6238,-2333,25119,9210,-6448
-1419,6398,-2341,25108,9744,-6362
-955,7010,-1581,24799,11012,-6239
-587,7206,-877,24435,11110,-6133
-15,8038,375,22188,10518,-5441
201,8258,275,21359,10225,-5101
561,9086,771,18664,9884,-3942
421,9206,1167,17654,9908,-3510
-543,8934,2283,14870,9125,-2256
-783,8682,2651,13954,8887,-2016
-895,8086,3339,11552,7382,-1614
-1219,8086,3199,11042,6788,-1584
-2179,7922,2995,9672,5701,-1344
-2367,7658,2643,9023,5887,-1432
-2459,6986,2847,6983,6771,-2074
-2495,6962,2831,6571,6906,-2343
-2851,7226,3099,5776,6057,-3019
-3059,7186,2923,5498,5847,-3247
-3203,7334,1995,4165,6458,-4195
-3059,7434,1915,3636,7089,-4630
-3123,8246,3263,1929,8471,-5693
-3279,8486,3715,1428,8178,-5875
-3679,9354,3639,314,6745,-6309
-3875,9590,3279,203,6819,-6542
-4607,9658,3255,-888,8287,-8835
-4551,10210,3507,-1342,8491,-10037
-4063,12846,4875,-1241,6442,-11888
-4471,13138,5331,-663,5086,-11721
-6059,13330,6631,814,1357,-10013
-6431,12890,6359,997,657,-9756
-6695,11282,4979,1139,-142,-10691
-6767,11102,4619,1268,417,-11422
-6355,12310,5111,1208,1999,-13091
-6035,13150,5811,1374,1752,-13107
-6231,14182,6495,2401,151,-12282
-6651,14130,6779,2933,-1264,-11299
-7015,13106,5471,2071,-812,-11309
-7171,12830,5423,1602,-137,-11787
-6671,13570,6131,992,520,-12678
-6315,14978,6819,1401,-1032,-12389
-6683,16582,6819,2197,-2443,-11048
-6687,16410,6351,1886,-2285,-10727
-6511,15454,5551,1201,-1139,-10274
-5887,15150,5815,851,-100,-10114
-5375,15942,6583,1966,-956,-8342
-5659,16166,6375,2389,-1157,-7711
-5923,15898,5427,2522,-719,-6340
-6067,15014,5303,2092,827,-5152
-5871,13598,6731,1079,2130,-3923
-5715,13626,7071,1015,1745,-3472
-5767,13730,6819,1321,614,-2615
-5919,13974,6007,1667,125,-1400
-5475,13430,4995,1370,1153,565
-5423,13410,5039,1530,1510,1057
-5439,13310,4923,2213,1646,2168
-5971,13166,4443,2967,1947,2957
-6099,14162,2359,3551,3447,1444
-5539,15290,1631,3417,4368,221
-3991,18962,1659,2877,5065,-617
-4523,19066,2335,2887,4207,1347
-6491,15266,2475,3203,2726,5371
-6523,13882,1975,3318,2840,6201
-6051,12490,855,3884,3825,7394
-5907,12718,-61,4664,4942,8169
-5651,13806,-93,5912,7805,9073
-5603,14306,143,5858,8974,9367
-5055,15694,1083,4708,11198,9889
-4479,16518,1891,3474,11850,10318
-3875,16990,3543,2231,9971,11030
-3803,17102,4327,1759,8898,11433
-4059,16762,4951,784,5817,12757
-4319,16198,3655,323,3404,13978
-4927,14966,1663,-143,3867,14353
-5239,14422,1531,-123,4427,14241
-6059,13258,2707,-241,5772,13457
-6223,13050,2947,-341,5974,13229
-6907,12154,3535,-703,5780,12101
-6987,11922,3531,-828,5579,11697
-7443,10878,3575,-993,4973,10128
-7571,10446,3491,-1099,4839,9488
-7739,9458,3523,-1399,4604,7135
-7735,9338,3671,-1549,4618,6321
-7631,9698,3887,-2047,4766,3936
-7511,9922,4091,-2229,4612,3202
-7195,10406,4491,-2321,3458,1191
-7259,10338,4279,-2203,3049,701
-7551,10522,3111,-1749,4436,-1725
-7391,10862,2971,-1870,5448,-2972
-6527,12434,4855,-1751,5490,-7901
-5735,13254,5583,-1232,4377,-9245
-4975,14510,8267,1464,-1608,-9586
-5619,14086,8567,1954,-3407,-8668
-7331,11730,6999,1160,-4899,-5788
-7003,11146,6147,416,-4011,-5328
-6319,10522,6451,-913,-823,-5879
-6423,10998,7415,-1092,-602,-6305
-6987,12114,8331,-1176,-3234,-7341
-6927,12298,8055,-900,-4237,-7783
-6451,13194,6967,-206,-5580,-8974
-6263,13374,6999,-256,-5668,-9218
-6019,13106,6999,-834,-5721,-9369
-5951,12766,6879,-956,-5761,-9309
-5423,12462,6243,-541,-5470,-9146
-5287,12650,5839,-126,-5372,-9031
-5391,12826,5335,430,-4093,-8758
-5315,12874,5523,394,-3655,-8702
-4363,13198,5903,449,-2809,-8394
-4283,13226,6171,563,-2824,-8166
-3143,14014,7723,316,-5663,-5886
-3059,13974,7755,306,-6028,-5580
-2635,13686,7295,467,-7289,-4457
-2383,12358,5871,926,-7216,-2333
-2339,12090,5347,1010,-6590,-1867
-1927,12214,5167,792,-3375,-432
-1971,12342,5279,775,-2777,61
-2239,12222,5099,1658,-2064,1688
-2463,11978,4767,2144,-1923,1806
-1455,13730,3135,2410,-852,-820
-599,15178,2583,2210,-446,-1770
101,19310,1907,2575,-684,-181
-927,19154,1763,3281,-781,1605
-4203,14026,919,4544,1592,6709
-4607,12190,727,4871,3122,7412
-4487,8614,779,5663,7553,7249
-4315,8490,1323,5516,8514,6768
-3843,10934,2411,4479,9291,6054
-3931,11914,2467,4166,8973,5973
-3195,14822,3131,3054,7106,6626
-2771,15386,3323,2781,6433,7130
-2887,15362,2471,2225,4308,9535
-3099,14994,1891,2063,4280,10104
-3967,13618,907,1456,5931,11012
-4319,13154,743,1432,6523,10954
-4919,12282,2595,1038,7727,10747
-5223,12090,3323,829,7579,10706
-5607,11386,4007,387,5510,10532
-5679,10986,3887,336,4999,10269
-5647,10318,3463,-100,3698,9151
-5679,10246,3403,-413,3569,8771
-5799,10338,3235,-1344,3443,7560
-5827,10142,3047,-1490,3415,7085
-5895,9490,3695,-1147,2609,5843
-5859,9282,3899,-1131,2350,5437
-5971,8482,4303,-1789,1670,4073
