acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-887,6254,618,155,-119,60
-1003,6278,346,142,-125,41
-983,6422,514,44,-74,44
-1059,6494,562,-36,64,-13
-979,6486,750,-57,425,-13
-975,6426,654,-44,386,0
-951,6406,794,-41,407,38
-987,6354,974,-65,387,10
-1023,6278,1022,-73,184,32
-939,6298,918,-75,-44,-9
-875,6406,830,46,-304,25
-1035,6238,686,110,-339,-4
-951,6234,590,56,-242,-88
-819,6542,410,96,-36,-139
-911,6534,422,126,114,-178
-995,6454,542,140,189,-238
-1031,6494,626,174,140,-286
-1003,6582,778,113,114,-246
-1071,6386,818,49,-174,-127
-983,6402,846,56,-573,-40
-975,6386,610,39,-813,6
-967,6318,438,12,-797,10
-1015,6382,242,53,-712,17
-979,6418,238,132,-467,12
-923,6438,338,170,-198,17
-975,6538,298,222,127,22
-1051,6574,614,239,344,15
-1139,6574,730,285,404,33
-1123,6538,898,151,231,41
-971,6506,886,144,-150,7
-759,6382,694,142,-496,5
-947,6314,434,137,-642,16
-1039,6322,222,44,-536,-63
-987,6414,82,-28,-217,-162
-1079,6410,378,-2,-58,-249
-1119,6430,230,-34,-43,-249
-1031,6394,434,-51,9,-331
-955,6542,434,-65,-20,-366
-967,6542,466,-7,-76,-380
-1123,6546,466,142,-54,-368
-1223,6454,502,120,72,-303
-1235,6626,630,68,53,-234
-1131,6626,582,132,-201,-238
-991,6494,282,103,-406,-144
-1063,6490,114,65,-446,-156
-1135,6474,-70,43,-263,-250
-987,6498,-90,-9,102,-367
-963,6666,166,28,330,-303
-1283,6362,282,-32,298,-193
-1383,6326,474,-68,176,-220
-1079,6682,502,28,290,-195
-1035,6834,566,55,413,14
-1183,6638,746,95,438,149
-1043,6618,546,116,446,109
-951,6618,626,170,412,-3
-939,6614,406,247,402,-51
-1111,6602,338,334,316,-56
-1171,6490,330,323,382,-91
-1059,6442,214,377,447,-254
-903,6494,222,418,458,-242
-999,6434,390,361,402,-251
-1139,6350,438,193,350,-229
-1239,6366,482,75,251,-262
-1155,6618,810,35,237,-201
-1139,6622,730,-66,238,-188
-1147,6818,846,-176,250,-210
-1067,6926,866,-119,223,-217
-1083,7022,966,-132,192,-277
-1147,6958,934,-74,-71,-219
-1195,6826,826,-67,-226,-229
-1115,6746,662,-26,-302,-264
-1079,6702,438,-43,-299,-283
-1063,6694,190,0,-359,-206
-1151,6642,222,57,-223,-230
-1183,6594,74,-14,54,-218
-1195,6526,298,-38,342,-151
-1143,6694,450,-48,421,-137
-1131,6778,562,23,442,-110
-1131,6770,718,98,525,-134
-1083,6758,850,84,489,-241
-1043,6846,966,20,387,-274
-1039,6774,890,-50,90,-243
-1095,6674,994,30,-253,-304
-1175,6694,706,83,-343,-386
-1151,6870,546,84,-222,-343
-1223,6830,442,3,-16,-319
-1195,6782,506,17,134,-240
-1247,6870,478,52,190,-136
-1231,6794,578,9,165,-80
-1195,6734,714,34,102,-126
-1123,6986,498,72,130,-146
-1099,7058,550,149,191,-45
-1163,6926,774,96,204,-40
-1295,6842,806,104,-32,-13
-1223,6914,714,47,-263,-62
-1099,6870,578,48,-250,-105
-1059,6934,486,-27,-123,-41
-1199,6950,558,-54,-148,-9
-1327,6986,494,18,-223,67
-1423,6950,426,51,-53,134
-1219,7046,538,87,280,67
-1019,7042,598,110,606,-15
-963,7058,942,161,422,5
-1119,6762,1130,133,-127,101
-1347,6550,806,109,-584,49
-1227,6526,326,57,-600,-44
-891,6718,110,68,-281,-47
-983,6894,242,49,55,43
-1211,6858,434,103,419,113
-1419,6790,690,112,509,118
-1223,7126,858,94,555,1
-1015,7166,1062,122,425,-15
-1051,6934,1034,39,25,52
-1191,6658,922,14,-457,105
-1119,6582,414,1,-673,67
-1111,6706,54,95,-563,67
-1159,6762,66,116,-147,9
-1271,7010,258,83,312,-31
-1323,7058,450,-46,695,-16
-1327,6998,766,-63,734,-26
-1171,6886,970,-117,452,-88
-1051,6874,1066,-155,-10,-60
-1071,6806,874,-223,-406,-59
-1139,6754,726,-310,-622,-2
-1203,6770,366,-369,-499,-96
-1135,6926,266,-326,-329,-91
-1103,6722,326,-213,-91,-58
-1195,6682,470,-179,12,2
-1119,6738,638,-169,95,-23
-1115,6890,610,-109,105,28
-1191,7150,610,-27,68,22
-1327,7082,822,-32,152,13
-1211,7066,790,-35,50,-69
-1011,6978,758,-27,-55,-116
-1047,6858,990,-74,-224,-148
-1195,6838,742,-99,-389,-235
