acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5515,8762,4463,-2828,-2319,-9510
-5619,8542,4455,-2676,-2137,-9651
-6979,7738,4799,-1422,-1386,-10673
-6671,8698,6615,-48,-1538,-13421
-6595,8758,6739,7,-1726,-13468
-6479,8726,6783,110,-1983,-13490
-6679,8494,6879,1106,-3762,-13474
-6871,8382,6719,1552,-4569,-13385
-5011,9530,6499,1965,-6444,-12340
-4223,10138,6959,1967,-7196,-11781
-4263,9986,7419,2752,-9662,-10049
-3951,9674,6811,2457,-10033,-9513
-1299,9626,5591,606,-7504,-8966
-563,9994,6279,379,-6943,-8665
65,10978,8263,274,-7981,-6453
305,11298,7727,240,-8189,-5762
2189,11242,6015,811,-6442,-4531
2673,11474,5807,1260,-5453,-4191
3241,13306,6643,1669,-2476,-2888
3381,13838,6919,1681,-2033,-2309
3133,13898,6935,2275,-1487,-123
2793,13442,7067,2591,-1574,526
1953,12250,6003,4037,-1141,1248
2057,12158,5883,4416,-725,1357
1425,13074,4603,3903,677,2940
769,13562,4183,3271,1401,3690
-1087,11922,4663,1736,2202,6304
-1359,10926,4519,1963,1759,6852
-2335,8470,3639,4058,821,7422
-2527,8058,2735,4609,1477,7351
-3439,8234,1523,5419,6055,6872
-3655,8226,1655,5298,7770,6818
-3843,7826,2867,4159,12503,6298
-3791,7934,3487,4067,13311,6239
-3807,8842,5343,3665,12826,7080
-4215,8954,5635,3511,12212,7563
-5231,8546,4899,2776,10557,8985
-5339,8254,4611,2219,10682,9206
-5587,7202,4575,828,11655,9028
-5131,7438,4847,575,11746,8763
-4327,9310,5303,-12,10679,7914
-3995,9822,5183,-181,10009,7744
-3079,11062,4759,-1073,8791,7408
-3155,11126,5207,-1496,8546,7292
-2095,11810,5451,-2722,7412,5611
-1167,12638,5579,-3080,7020,4710
-923,14606,5735,-3057,4355,2340
-1407,14486,5591,-2919,3641,1668
-1899,13174,6247,-3295,3760,-566
-2555,12894,6431,-3290,3972,-1221
-4959,10662,8039,-3738,2732,-4248
-5039,9798,8023,-3812,1728,-5514
-5131,9246,8611,-2182,-2343,-9347
-5359,9762,9207,-1720,-3744,-9962
-6843,9966,9907,-597,-8577,-10546
-7115,9558,9423,-34,-10168,-10533
-7943,8262,6391,1934,-11548,-11607
-7843,8142,5747,2468,-11002,-12051
-7571,8962,4815,3038,-8518,-12872
-6843,10734,5739,2559,-4863,-13360
-6659,10870,8839,1086,-3489,-12130
-6571,10514,9227,686,-4092,-11709
-6091,9894,10039,883,-6779,-10860
-5835,9882,9483,1621,-9770,-9872
-5431,9982,7431,977,-10076,-8219
-5151,10002,7499,32,-9239,-7832
-4723,9306,7415,-1698,-7849,-7323
-3651,9226,7151,-2274,-6910,-7831
-1999,10326,7599,-1093,-7531,-7820
-1935,10750,7963,-607,-7862,-7396
-1407,11234,7643,-196,-7344,-6391
-783,11254,6703,-204,-5884,-5382
597,11966,6731,-671,-1617,-5089
1157,12794,7287,-868,-699,-5025
2405,16494,8935,-287,-1090,-3234
2533,17298,8911,-70,-1982,-2050
1509,16622,7543,1163,-4242,2059
929,15842,6719,1581,-4184,3010
61,13746,4223,2573,-826,3634
505,13422,3971,2747,367,3541
1281,15062,4259,3930,2740,4109
797,15918,4319,4318,3051,4718
-463,15854,4471,3992,3669,6598
-1203,13594,3755,3144,5287,7866
-2487,11082,4287,2319,8326,8939
-3087,10722,4595,1956,8961,9313
-4159,10386,5067,1272,9939,10076
-5039,10086,5683,785,10216,10869
-6019,9618,6199,105,9647,11449
-6147,9502,6183,-293,9330,11514
