acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-13681,16051,-1016,98,-565,195
-13549,16019,-980,78,-483,176
-13521,16007,-628,40,-389,139
-13597,16115,-468,42,-848,244
-13581,16143,-548,81,-934,264
-13537,16183,-628,131,-1025,299
-13565,16111,-772,178,-820,378
-13669,16027,-596,193,-739,491
-13589,15967,-536,222,-589,628
-13617,15939,-448,222,-617,644
-13577,15939,-684,385,-647,865
-13537,15943,-1044,494,-433,914
-13485,15919,-736,487,567,983
-13537,15971,-532,503,689,977
-13377,15835,-348,226,657,913
-13441,15751,-184,159,572,913
-13481,15479,-32,-163,195,629
-13525,15411,-92,-315,50,506
-13533,15415,-364,-633,-206,25
-13501,15567,-312,-808,-192,-134
-13537,15391,-288,-1066,-303,-579
-13481,15479,-512,-1130,-262,-671
-13577,15723,-412,-1135,-541,-826
-13389,16071,-484,-1112,-658,-945
-13213,16523,-840,-888,-608,-1168
-13137,16699,-964,-835,-512,-1096
-13217,16547,-752,-460,-105,-784
-13281,16507,-456,-283,-132,-579
-13177,16615,-468,-67,39,388
-13305,16511,-324,67,39,667
-13329,16127,284,100,-651,1123
-13285,16163,176,48,-794,1179
-13389,16019,-516,-277,-720,1015
-13525,16067,-572,-352,-454,885
-13597,16067,-800,-555,482,244
-13549,15907,-548,-573,732,28
-13637,16211,-188,-620,733,-386
-13685,16219,-184,-631,569,-423
-13585,16291,-296,-402,59,-554
-13577,16407,-280,-319,-91,-574
-13665,16471,32,-214,-729,-589
-13609,16375,-104,-166,-945,-646
-13393,16475,-412,-160,-1060,-714
-13361,16415,-452,-172,-976,-654
-13405,16431,-332,90,-600,-425
-13473,16511,-148,128,-574,-339
-13373,16695,-260,342,-682,-252
-13381,16539,-256,658,-766,52
-13421,16419,-280,714,-716,124
-13505,16099,-108,844,-989,288
-13525,15955,-124,880,-1017,297
-13617,15739,-248,896,-872,385
-13633,15631,-444,917,-795,332
-13553,15787,-292,761,-200,132
-13557,15787,-160,627,-121,24
-13545,15831,-116,270,-141,-191
-13493,15679,64,197,-82,-232
-13577,15807,-60,-83,216,-146
-13637,15803,-160,-226,378,-149
-13645,15911,-228,-499,766,-109
-13477,15999,-164,-629,935,-115
-13509,16151,-472,-776,1565,-5
-13621,16099,-844,-770,1759,-75
-13561,16135,-1180,-613,2741,-139
-13529,16115,-1060,-485,3030,-152
-13537,15995,-300,-287,3453,-259
-13493,16023,-276,-281,3300,-264
-13469,15995,-100,-191,2346,-328
-13397,16003,-12,-157,1968,-333
-13213,15939,-4,-256,888,-362
-13249,16007,-24,-222,585,-300
-13213,16267,-208,-75,-161,-245
-13257,16343,-140,-31,-372,-200
-13373,16459,-236,128,-956,19
-13413,16331,-336,155,-964,132
-13653,16399,-1016,418,-313,175
-13613,16315,-1100,457,189,123
-13837,15951,-804,497,1187,30
-13821,15855,-336,520,1321,-17
-13813,15895,572,283,582,-167
-13621,15927,328,128,306,-192
-13817,15783,372,73,-730,-286
-13665,15863,380,81,-1112,-350
-13565,15987,312,-121,-1529,-298
-13437,16147,132,-175,-1571,-293
-13637,16231,-240,-275,-1159,-357
-13685,16307,-444,-298,-968,-446
-13581,16367,-568,-349,51,-432
-13645,16455,-484,-390,323,-393
-13749,16323,-600,-354,1106,-311
-13777,16255,-200,-303,1121,-337
-13721,16255,-72,-238,907,-340
-13669,16191,-12,-240,748,-327
-13769,16203,-128,-187,455,-273
-13821,16183,-316,-138,313,-325
-13689,16231,-100,4,79,-280
-13641,16203,60,34,-184,-266
-13721,16191,252,61,-1001,-91
-13769,16171,268,89,-1324,-41
-13701,16311,-204,96,-1516,-17
-13697,16363,-488,120,-1311,-18
-13665,16279,-296,102,-761,-6
-13765,16247,-176,35,-458,-10
-13717,16331,-84,-86,-394,-31
-13769,16283,-44,-128,-392,-86
-13837,16295,-52,-126,-463,-149
-13937,16135,-192,-125,-505,-151
-13941,16067,-180,-138,-476,-173
-13941,16151,-80,-149,-553,-181
-14025,16063,-292,-87,-731,-145
-14133,16171,-552,-9,-501,-164
-14105,16327,-124,115,-431,-128
-14025,16311,72,104,-529,-130
-14061,16331,80,121,-736,-101
-14013,16243,-140,93,-666,-108
-14037,16183,-96,94,-329,-172
-14105,16115,-60,70,-211,-154
-14009,16059,232,-86,-246,-246
-13973,16087,284,-155,-330,-287
-13889,16139,-364,-247,-197,-369
-13893,16199,-240,-243,-76,-422
-13913,16275,-240,-259,166,-309
-13869,16187,-176,-189,157,-233
-13761,16103,-80,-172,464,-80
-13877,16067,-272,-146,502,-11
-13781,16095,-196,-132,610,8
-13901,16051,-112,-192,632,-28
-13893,16127,12,-182,490,19
-13837,16095,-44,-186,413,-8
-13853,16127,-68,-306,-13,47
-13821,16395,-268,-200,-432,-44
-13921,16391,-248,-222,-474,-83
-13825,16435,-372,-170,-535,-39
-14009,16347,-352,-65,-751,-58
-14073,16387,-424,-6,-900,-94
-14109,16199,-512,144,-1069,-97
-14161,16255,-496,196,-1134,-98
-14309,16183,-480,301,-1123,-36
-14381,16215,-340,337,-1186,-66
-14285,16163,-80,379,-1230,-91
-14289,16183,-64,397,-1307,-126
-14177,16223,-276,321,-1166,-233
-14221,16227,-144,305,-1001,-268
-14141,16119,208,50,-843,-189
-14169,16171,208,3,-924,-210
-14073,16207,84,-124,-828,-178
-14105,16083,-24,-194,-773,-153
-14061,16207,-140,-307,-510,-173
-14085,16215,-276,-309,-350,-168
-14137,16331,-348,-360,155,-205
-14153,16351,-404,-389,159,-196
-14221,16283,-308,-266,104,-252
-14261,16319,-296,-320,66,-303
-14621,16387,-372,-156,-29,-557
-14521,16431,-640,-77,-179,-589
-14353,16423,-664,413,-209,-457
-14377,16475,-508,485,-303,-369
-14353,16175,-204,720,-589,42
-14369,16111,-212,756,-742,159
-14401,15983,-68,852,-1212,243
-14329,16039,-172,830,-1231,205
-14341,16179,-236,679,-1354,215
-14317,16171,-64,712,-1416,206
-14641,16127,-160,498,-1534,117
-14733,16231,-232,469,-1461,76
-14649,16303,-404,413,-1152,138
-14745,16159,-480,420,-1056,100
-14997,16071,-428,282,-574,-79
-14993,16119,-608,244,-328,-134
-14693,16047,-668,318,385,-150
-14657,15967,-372,295,573,-146
-14633,15991,-84,62,418,-234
-14677,16131,-476,87,486,-256
-14473,16467,-716,135,1013,-359
-14429,16383,-664,133,1088,-324
-14481,16247,-364,45,1066,-333
-14749,16175,-516,50,969,-267
-14677,16291,-552,158,773,-163
-14597,16223,-696,139,740,-115
-14629,15887,-732,236,899,-159
-14641,15979,-768,284,1021,-234
-14597,16099,-660,173,1405,-392
-14681,16099,-524,176,1505,-424
-14469,16159,-364,51,1317,-440
-14513,16263,-484,-69,1273,-491
-14357,16023,-468,-38,1009,-472
-14369,15955,-372,16,962,-276
-14317,16139,-600,12,870,-225
-14257,16391,-1552,248,1047,-43
-14493,15575,-624,-22,1452,-135
-14245,16019,-620,-117,1539,-142
-14449,15963,-528,-161,1485,-243
-14585,16083,-396,-212,1356,-312
-14369,16275,-484,-197,869,-270
-14429,16327,-452,-203,754,-240
-14353,16399,-652,-16,472,-87
-14425,16203,-652,-49,410,17
-14429,16131,-656,43,177,24
-14473,16059,-552,110,82,-23
-14445,16079,-484,140,-118,-18
-14521,16119,-652,215,-229,-26
-14389,16251,-508,419,-320,-85
-14541,16235,-880,387,-244,94
-14577,16187,-536,239,-254,128
-14709,16139,-372,318,-221,184
-14605,16143,-540,319,-124,68
-14557,16171,-664,319,56,104
-14521,16071,-688,248,730,-83
-14553,16063,-764,215,902,-95
-14505,16143,-680,-23,1515,-126
-14413,16135,-580,-61,1573,-128
-14285,16183,-400,-141,1559,-121
-14345,16059,-424,-161,1479,-118
-14233,16123,-616,-224,1331,-136
-14149,16231,-592,-295,1282,-99
-14205,16031,-616,-283,1128,-75
-14217,16303,-436,-295,1023,-4
-14097,16275,-408,-360,373,15
-14021,15923,-260,-272,185,54
-14053,16207,-404,-185,-485,131
-14157,16339,-432,-173,-668,193
-14121,16811,-748,-160,-1116,243
-14189,15903,-716,-133,-1223,280
-14181,16059,-772,211,-959,292
-14149,16023,-664,256,-925,377
-14201,15763,-520,379,-753,375
-14229,15679,-300,433,-676,425
-14273,16011,-120,244,-626,411
-14321,16083,-8,143,-620,444
-14545,16207,-240,-149,-757,466
-14581,16187,-112,-226,-695,475
-14697,16087,-436,-389,-332,237
-14605,16219,-612,-405,-84,153
