acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-13733,16059,-1104,98,-178,582
-13737,16067,-1144,155,-94,594
-13841,16211,-1116,153,326,488
-13741,15883,-740,268,-53,512
-13689,15915,-924,307,-46,526
-13653,15911,-868,251,-110,511
-13625,15811,-1004,257,-541,410
-13605,15823,-900,306,-762,382
-13629,15847,-816,274,-1098,288
-13665,15867,-672,251,-1437,305
-13689,16067,-948,252,-1690,257
-13637,16143,-1120,267,-1614,281
-13665,16131,-1084,281,-1403,293
-13781,16047,-992,235,-1202,314
-13681,15735,-912,51,-979,188
-13701,15835,-1088,-31,-893,187
-13677,15767,-960,-181,-893,150
-13741,15687,-800,-212,-930,147
-13701,15683,-744,-350,-1350,230
-13637,15763,-812,-428,-1504,287
-13633,15919,-980,-461,-1837,378
-13777,16175,-1432,-168,-2142,428
-13885,16243,-1348,302,-2178,548
-13945,16251,-1128,369,-2094,619
-14057,15871,-1172,407,-1815,617
-14017,15783,-1036,333,-1642,582
-14065,15811,-800,196,-1078,377
-14037,15627,-876,178,-986,287
-14125,15683,-732,-2,-789,173
-14065,15779,-916,-106,-785,185
-13877,15891,-1416,-166,-72,113
-13893,15975,-1536,-173,248,107
-13893,16079,-1148,-46,640,-8
-13969,16103,-1100,9,627,27
-13945,16015,-1040,138,496,92
-14005,15963,-972,178,446,56
-13965,15899,-1184,160,463,29
-13917,15947,-1228,157,605,-38
-13933,16063,-916,133,446,-187
-13901,16047,-964,130,358,-270
-13929,16087,-1188,169,249,-245
-13973,16007,-1148,182,203,-249
-13869,15823,-1028,137,57,-275
-13809,15859,-1024,44,8,-295
-13729,15771,-1192,10,11,-345
-13797,15819,-1416,-37,148,-362
-13685,15951,-1420,111,532,-322
-13701,15895,-1324,172,546,-232
-13681,15927,-1304,198,645,-137
-13681,15851,-1288,259,736,-30
-13653,15723,-1160,288,946,-20
-13693,15747,-1120,350,962,-27
-13629,15647,-992,214,1010,-55
-13673,15675,-1032,139,897,-66
-13653,15891,-952,-6,634,-150
-13637,15875,-948,-59,498,-164
-13549,15827,-1004,-140,260,-205
-13589,15731,-996,-269,46,-144
-13373,15739,-1192,-341,-136,-66
-13421,15727,-1096,-345,-218,-40
-13337,15903,-1336,-225,-211,115
-13365,15967,-1276,-150,-274,216
-13505,15975,-1196,-72,-431,443
-13649,15939,-1164,-114,-411,469
-13677,15939,-1176,-22,-258,516
-13785,15951,-1148,20,-141,429
-13949,15823,-764,-33,-344,275
-14013,15755,-868,-112,-433,285
-13993,15711,-1036,-199,-523,181
-13925,15935,-1264,-177,-385,43
-13905,15923,-1284,-84,-22,-104
-13901,15951,-1080,-68,60,-88
-13913,15831,-948,-128,229,-10
-13797,15755,-976,-147,377,-32
-13621,15731,-1200,-261,878,-150
-13617,15811,-1136,-307,1038,-189
-13701,15939,-828,-292,1123,-230
-13665,16035,-884,-337,1014,-183
-13529,15975,-1056,-312,970,-20
-13553,15923,-1112,-277,964,-2
-13473,15903,-1136,-162,1051,-8
-13389,15971,-1020,-93,1060,5
-13445,15907,-720,-143,712,-3
-13489,15935,-732,-184,572,-12
-13445,15751,-908,-204,377,59
-13369,15827,-1080,-200,321,61
-13249,15615,-804,-260,278,106
-13285,15591,-728,-333,186,121
-13369,15699,-784,-403,-55,165
-13301,15891,-932,-434,-158,142
-13317,16087,-1048,-304,139,154
-13453,16163,-1040,-271,214,142
-13473,15911,-848,-237,198,347
-13521,15915,-692,-269,109,463
-13709,15891,-428,-534,-185,406
-13717,15899,-644,-554,-411,297
-13737,15991,-772,-650,-650,-155
-13829,15927,-788,-700,-687,-249
-14037,16167,-800,-616,-962,-547
-13997,16115,-848,-562,-982,-545
-13921,16039,-912,-457,-847,-546
-13865,16015,-880,-317,-610,-559
-13773,16031,-756,-207,-229,-532
-13765,16083,-460,-193,-154,-513
-13685,16219,-400,-345,-241,-529
-13569,16207,-868,-406,-140,-463
-13553,16291,-996,-197,552,-367
-13617,16175,-1016,-89,762,-288
-13581,16243,-428,-40,1028,-159
-13585,16159,-456,-9,984,-85
-13433,15887,-588,-78,935,2
-13465,15795,-592,-127,932,-9
-13453,15715,-400,-298,774,12
-13293,15791,-452,-351,607,9
-13305,15971,-356,-348,-67,232
-13377,15987,-280,-337,-285,290
-13293,16231,-340,-279,-1207,363
-13361,16307,-408,-308,-1388,301
-13485,16339,-664,-258,-1848,338
-13493,16275,-732,-219,-1895,372
-13629,15779,-460,-230,-1805,612
-13613,15787,-504,-219,-1831,655
-13661,15863,-600,-30,-1736,629
-13641,15715,-636,24,-1736,606
-13609,15823,-548,59,-1348,319
-13585,16023,-444,30,-1283,271
-13613,16531,-548,-43,-767,226
-13669,16631,-672,-33,-648,286
-13853,16575,-544,250,-430,549
-14301,16307,-904,334,-272,640
-14357,16199,-1028,310,-235,602
-14453,16127,-1000,286,-95,538
-14481,15771,-532,287,235,-73
-14277,15763,-244,300,221,-284
-14061,15959,-312,133,-287,-766
-13941,15907,-424,105,-306,-847
-13533,16083,-260,-80,-305,-836
-13457,16151,-324,-130,-316,-761
-13233,16051,-156,-241,-359,-547
-13213,16131,-244,-260,-413,-461
-13285,15863,-532,-173,-246,-198
-13305,15883,-676,-136,-157,-69
-13713,16331,-920,-17,-652,45
-13753,16451,-964,136,-750,-1
-13829,16655,-1188,717,-1038,-4
-13857,16567,-1152,929,-1093,33
-13989,16455,-688,1395,-1369,424
-13997,16407,-760,1451,-1547,557
-13541,16167,-980,1618,-1332,907
-13529,15859,-924,1690,-1251,1051
-13589,15259,-124,1559,-957,1614
-13757,15247,188,1469,-1047,1733
-13669,15655,408,890,-1867,1807
-13549,15579,476,654,-1928,1750
-13413,15195,-768,-90,-1013,1285
-13293,15235,-876,-331,-359,1163
-13265,15331,-596,-1037,879,885
-13329,15519,-368,-1572,1549,725
-12857,16207,-588,-2203,1600,612
-12933,16283,-860,-2220,1551,670
-12917,16375,-1380,-1999,1467,771
-12821,16375,-1760,-1769,1646,813
-12785,16187,-1200,-1108,1036,968
-12941,16087,-896,-948,488,960
-12917,15855,-640,-692,-1138,1017
-13029,15659,-1052,-498,-2216,982
-13301,15395,-1364,-139,-2841,792
-13365,15447,-1140,-42,-2962,623
-13213,15631,-484,8,-3367,388
-13285,15655,-244,-86,-3984,191
-13401,15815,-520,-154,-4613,-257
-13397,16051,-640,-182,-4596,-371
-13429,15951,-740,-271,-4284,-571
-13557,15935,-720,-245,-3770,-670
-13453,16159,-460,-354,-3026,-756
-13405,16175,-464,-356,-2855,-759
-13477,16163,-480,-378,-2519,-749
-13489,16087,-580,-368,-1853,-646
-13605,16255,-532,-195,-966,-425
-13517,16291,-644,-242,-596,-353
-13561,16391,-636,-182,-85,-205
-13525,16303,-432,-151,313,-46
-13685,16299,-864,-184,1008,38
-13673,16203,-1024,-151,1258,46
-13901,16095,-948,-180,1610,33
-13933,15987,-800,-87,1677,11
-14189,15855,-972,110,1523,-173
-14253,15867,-1108,239,1531,-251
-14101,15987,-1096,375,1847,-458
-14041,16291,-760,351,1821,-682
-14045,16211,-940,410,1290,-416
-13949,16419,-636,510,1269,-297
-13805,16383,-256,553,724,27
-13725,16135,-536,596,84,183
-13613,15871,-572,527,-244,192
-13653,15723,-524,431,-306,126
-13665,15535,-388,310,-532,5
-13633,15583,-748,131,-721,-146
-13665,15803,-872,113,-419,-328
-13613,15867,-980,92,-184,-291
-13601,15947,-800,27,17,-255
-13637,16099,-716,41,-74,-258
-13613,16131,-1104,49,5,-331
-13441,16143,-1304,39,327,-393
-13653,15999,-1000,-60,761,-459
-13805,15967,-592,-86,463,-475
-13825,16023,-712,-205,-207,-378
-13953,16043,-796,-134,-254,-353
