acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-5867,12922,4327,-640,1491,159
-5891,12938,4403,-675,1586,168
-5995,13178,5387,-1012,1429,128
-6523,12814,4659,-791,205,-78
-6587,12806,4623,-868,268,-125
-6523,12806,4615,-853,339,-197
-6515,12874,4703,-961,451,-268
-6667,12770,4907,-1027,1220,-832
-6783,12790,5083,-853,1337,-994
-6987,12662,5247,-433,1363,-1343
-7055,12614,5411,-401,1432,-1504
-7135,12874,6399,-853,933,-2008
-7047,12794,6599,-962,465,-2130
-6907,12746,6579,-399,-1292,-2198
-6995,12690,6407,-165,-1567,-2171
-6943,12878,5623,-202,-624,-2585
-6831,12870,5915,-377,-134,-2970
-6811,13294,7267,-339,-86,-3951
-6767,13354,7491,-130,-587,-4062
-6815,13286,6991,335,-1622,-4535
-6787,13370,6711,212,-1563,-4808
-6479,13734,6927,-482,-914,-5550
-6483,13686,7295,-513,-982,-5566
-6527,13238,6959,-106,-1410,-5531
-6559,13078,6567,25,-1389,-5599
-6851,12734,5827,431,-21,-6137
-6991,12746,6251,331,405,-6297
-6835,12878,7099,215,522,-6425
-6439,12842,6919,568,-258,-6404
-6091,13306,5659,1222,-345,-6178
-5819,13714,5903,1058,78,-6074
-5287,14322,7035,263,409,-5556
-5019,14146,7567,-57,-759,-4550
-5115,13498,6815,750,-2437,-3140
-5135,13298,5991,1158,-2566,-2838
-4907,13258,5095,1604,-1565,-2312
-4903,13726,5103,1657,316,-1668
-5191,13958,5071,2088,1800,-164
-5323,13938,5039,2556,2030,174
-5843,14178,4943,3697,2052,690
-6119,14614,5119,4126,2005,559
-5403,15986,4527,3669,1792,-280
-5267,16450,4235,3568,1828,-276
-5163,17406,4055,3682,1602,782
-5175,17578,3755,4399,1138,3008
-6055,15162,3143,4576,2624,5867
-6207,14546,3011,4397,3237,6420
-6359,13794,3123,3756,4725,6914
-6651,13934,4027,3307,5176,7035
-6611,14762,4015,3325,4221,7656
-6499,14826,3871,3319,4084,7857
-6355,15394,3895,2640,4585,7929
-6395,16114,4559,1208,4635,8112
-6267,16010,4879,171,2862,8737
-6455,15834,4523,409,2154,9000
-7039,15378,3479,988,1520,9429
-7447,14338,2643,788,2994,9311
-7979,13386,3967,-802,5450,8354
-8167,13086,4715,-1144,5310,7985
-8355,12910,5407,-1432,4275,7132
-8467,12714,5223,-1038,2483,6350
-8735,11986,3239,-772,2221,4804
-8711,11890,2839,-881,2880,4201
-8835,11738,2987,-1347,4577,2859
-9151,11930,4323,-2008,5204,1669
-9135,12082,5179,-2604,3353,118
-9111,12198,4879,-2438,2590,-432
-9059,13198,3675,-1964,2329,-1526
-8995,13866,4039,-2244,3574,-2485
-9403,17022,7391,-4662,2094,-4880
-7835,16942,7075,-4869,413,-5532
-8287,17122,6919,-3887,-4340,-7587
-7687,16506,6063,-1520,-7919,-8096
-8371,14198,4911,273,-7349,-6217
-8675,13350,4279,156,-5760,-5692
-8527,12050,4015,-522,-1428,-5438
-8119,11750,5475,-1068,1620,-5890
-8667,12794,8015,182,424,-6110
-8987,13454,8095,567,-592,-6016
-8271,14154,7583,128,-2473,-6507
-8003,14262,7599,-384,-3034,-6803
-7563,13662,7927,-1007,-5086,-7416
-7359,13674,7567,-805,-5641,-7392
-6951,13846,5907,655,-6177,-6356
-6807,13874,5363,937,-5334,-5940
-6679,13546,5487,473,-1113,-5135
-6747,13362,6279,134,-336,-4978
-6783,13242,8571,-141,-1183,-4678
-6583,13378,8783,190,-2407,-4460
-6255,13654,8107,987,-5291,-3256
-6047,13538,7279,957,-5291,-2885
-5351,13458,5983,176,-2725,-2124
-5271,13566,6239,165,-1918,-1951
-5235,14270,7475,784,-1348,-942
-5223,14398,7715,718,-1481,-438
-5279,13766,6795,815,-2427,789
-5207,13738,6215,876,-2211,902
-5331,14666,5279,1294,-199,127
-5243,15618,5283,1190,350,-343
-4731,19466,6079,344,-357,-1781
-4243,20390,6171,227,-1444,-1742
-4563,19462,5631,941,-5599,1810
-5099,17758,4915,1326,-5963,3497
-6439,13062,2779,1577,-2065,7213
-6739,12338,2595,1295,-280,7672
-7067,11366,3715,486,3215,7208
-7067,11502,4179,295,3486,6667
-6759,14422,4535,129,1929,6172
-6787,15358,3975,378,1251,6474
-5767,16978,2399,-210,1771,7595
-5607,17374,2499,-421,2153,7933
-5935,17302,3411,-976,2129,9418
-6363,16950,3651,-907,1687,10017
-7167,14834,3063,-162,594,11205
-7355,14062,2807,33,831,11281
-7899,12250,2879,10,2967,10320
-8099,12042,3067,-159,3758,9867
-8367,11638,3939,-130,5010,7881
-8351,11526,4183,-18,4946,7203
-8403,11538,4035,409,4497,5637
-8299,11482,3963,324,4636,5201
-8031,11530,4379,-203,5491,3712
