acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
937,7170,1194,132,2503,1020
877,7266,1270,272,2280,1148
741,7502,1298,1170,929,2183
837,7510,1102,1489,646,2664
1981,7474,874,2482,1135,5177
2201,7750,970,2543,1301,5406
2389,7978,990,2575,1481,5626
2049,8122,1994,2901,2934,7756
1233,7642,2698,2944,3522,8469
-303,6430,3922,2600,4805,10068
-275,6382,4074,2476,5294,10368
-1203,5270,5406,2177,6112,10101
-1691,4686,5922,2301,6251,9482
-3451,4642,7750,3417,6356,5684
-3683,4918,8106,3765,6830,4249
-5155,6078,8626,5345,9082,-131
-6235,6774,9706,5849,9558,-1671
-10043,7494,11002,6659,10361,-6994
-11219,6902,10934,6834,10289,-9118
-13839,5322,8874,8362,9030,-16848
-14383,5318,7778,9374,8544,-19514
-15795,5898,4278,13589,6463,-27388
-15843,6670,3666,14952,6011,-29875
-11807,14610,2202,18625,4483,-32611
-9207,17894,2086,19464,4039,-32611
241,25610,2450,18454,6460,-31140
2661,26754,3050,17236,8555,-28703
6829,22886,5922,12775,14891,-21851
7537,21058,7098,11288,16181,-21052
12645,20058,12170,8284,15745,-18742
13925,20422,13898,7531,13513,-16684
13985,18506,16454,2283,2757,-6665
13309,17126,15814,178,-268,-3611
9985,11670,10518,-3668,-8070,4434
8585,10294,9042,-4225,-9353,6514
3813,7130,6254,-6105,-10393,12446
2633,6754,6066,-7060,-10480,14375
-1063,6950,6050,-9512,-13150,20812
-2435,7238,6270,-10077,-14753,22896
-4771,9734,4574,-12521,-16346,29823
-5051,10482,3578,-13909,-15555,32357
-5327,12682,1766,-18670,-8904,32924
-4375,13414,1994,-20654,-6538,32924
-1387,12758,4882,-25360,207,32924
805,11674,7294,-24932,1213,32924
2429,8774,17718,-19900,-139,24939
2565,11774,18790,-17281,-1923,21035
-3199,14938,18106,-9840,-8155,14575
-5731,13378,17046,-8353,-9864,12257
-9339,8986,11498,-4422,-11439,3282
-10327,7298,9518,-3022,-10467,185
-14655,3082,5682,2134,-5433,-10301
-15631,3098,5246,3501,-3732,-13469
-18235,4350,4154,5465,1873,-21804
-18507,4706,3430,5896,3553,-23811
-17639,6526,2230,7844,8206,-28557
-16715,8022,2130,8609,8673,-29300
-13023,13858,1878,11871,5553,-28441
-11731,15274,1630,13105,3808,-27140
-4579,17550,-1570,14742,2582,-24436
-411,18838,-2746,14744,4710,-24929
9269,21414,-762,14524,11926,-27443
11177,23326,926,14018,13105,-27739
17085,25394,7726,10081,12750,-22681
