acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-8449,-677,-2828,-4730,1516,6272
-8457,-741,-2784,-4638,1274,6449
-6881,-1645,-2988,-4195,705,7629
-4737,-313,-2252,-2675,-2742,11842
-4541,-577,-2280,-2572,-3081,11857
-4437,-625,-2140,-2431,-3412,11896
-3005,-1629,-2712,-1662,-6969,10495
-1837,-1169,-4220,-1278,-7897,9420
-741,3039,-6740,-1720,-7058,5635
-1249,5299,-7172,-2627,-6567,3913
-3577,11127,-8444,-6577,-1742,-3241
-3753,11891,-8012,-8599,148,-5200
-7221,10931,-5196,-13909,3980,-12753
-8189,11375,-3708,-15555,4585,-15103
-10637,12095,332,-18785,3051,-18944
-12577,11739,1188,-20182,-1067,-22122
-13177,12055,-1728,-18201,-2225,-25055
-12781,11955,-3284,-16916,-38,-25038
-13417,12063,-3776,-13534,6306,-23060
-15573,10843,-2260,-9764,8779,-20970
-13901,11287,-1228,-3713,5311,-19245
-13013,11683,-2068,-1727,2357,-18622
-10913,10651,-5544,2503,-3699,-18649
-10317,10047,-6324,2589,-4560,-19724
-7341,10203,-9228,2217,-5876,-22368
-4081,11059,-11968,2295,-6274,-25464
3643,15807,-19752,-660,-4559,-30377
4839,18079,-21964,-1950,-3119,-31568
1887,20831,-22568,-6848,1951,-32611
-2101,20967,-20392,-10881,6644,-32611
-4697,19839,-16712,-12684,12416,-27650
-4077,18891,-16504,-13200,14368,-25824
-4469,15427,-11896,-15646,20480,-18520
-6041,13539,-9000,-15628,20009,-16129
-10477,8959,-1572,-12489,9229,-9168
-11185,7995,160,-10902,3755,-7202
-13821,4987,1384,-5633,-10757,-2582
-14609,4471,1808,-4796,-13710,-1415
-15997,3771,2564,-3661,-18755,1088
-19145,2411,3356,-1735,-24713,2727
-22373,6071,1104,4667,-32687,1107
-21365,10019,-336,6597,-32374,-62
-18021,22031,-2464,7619,-23945,-3146
-13593,33258,-3812,4823,-6075,-5643
-13933,33258,-2528,1257,18603,-7463
-15093,33258,-760,287,22810,-6396
-17421,33258,2220,-2070,25554,-3775
-19389,25019,2528,-3469,24421,-2021
-19441,10491,356,-4085,22427,273
-19777,6167,-1164,-3478,21810,672
-19517,-3609,-3512,1030,22000,1636
-19093,-4321,-2596,1855,23303,2304
-18045,-2945,76,4907,22745,4273
-17413,-977,780,6314,20449,4943
-15453,3143,896,8990,12242,7801
-15701,3635,544,9411,10100,8634
-16221,9051,1988,8870,1235,8853
-16085,12051,2348,8212,-3507,8225
-15825,20647,1892,2471,-17227,3211
-15709,21867,604,-536,-19783,960
-15217,31671,-4828,-12748,-26057,-6840
-14281,33258,-7368,-16722,-26441,-9129
-12657,33258,-14620,-24129,-23525,-11138
-12385,33258,-15680,-24520,-20114,-10355
-12801,33258,-14948,-21987,-11466,-7148
-13069,28759,-10992,-16959,-5032,-3311
-14953,21655,-3660,-11663,804,2931
-16205,18247,-1792,-10527,966,4442
-19181,7435,1084,-8451,-5878,6651
-18897,5899,1556,-8307,-8961,6486
-17949,5299,2172,-8152,-15106,7008
-18549,4127,872,-6833,-24133,9755
-19793,2415,-2408,-2205,-32455,12034
-20413,2459,-3668,3777,-35510,15967
-20413,3003,-3552,3966,-34921,17320
-22101,6775,-1768,2460,-33878,19750
-23917,8631,-1000,1952,-36034,17732
-22401,22891,-5260,2769,-37579,4542
-17837,33258,-7568,3126,-37579,-1323
-2009,33258,-19228,3893,-16505,-11372
-597,33258,-19076,4505,-6731,-11306
-9265,33258,-13184,10989,23879,-509
-13005,33258,-8584,15035,27956,3099
-18517,25923,7900,19046,26570,15255
-20221,20779,8060,18681,22802,17922
-21141,13739,8704,20190,14981,22199
-23501,8911,9672,22990,7562,24284
-22909,3119,9640,25888,-950,21748
-20785,2855,9576,25986,-2203,20954
-12277,6407,10752,25104,-7849,21812
-16577,2691,11696,26643,-17014,22465
-7133,-1713,4088,29155,-34969,5113
-4729,-257,-248,29492,-37579,693
-4637,2735,-14012,23273,-31322,-9433
-5109,3523,-17740,19840,-24008,-11670
-5065,8355,-22632,6274,5728,-10580
-7245,9211,-21176,454,13725,-8265
-13897,2283,-17136,-11152,27956,-2952
-15693,-321,-15140,-12852,27956,-2392
-11857,-2953,-14440,-15082,27956,-1238
-8121,-945,-12692,-17471,27956,2366
-8521,3615,5148,-23773,27956,11944
-8733,3431,7444,-23206,27956,15087
-8893,3875,8760,-9836,-20291,21679
-9773,5251,7404,-6245,-31437,23720
-13301,3483,-2288,406,-37579,26290
-12741,3983,-6384,2586,-37579,25316
-9589,16059,-14220,5783,-37579,15509
-8025,24255,-16576,3991,-37579,10881
-2337,33258,-27456,-4645,-16998,-1422
-2133,33258,-25944,-6889,-7786,-4886
-5005,33258,-15972,-11500,14005,-10732
-7277,31911,-11776,-11641,18502,-11653
-13633,15315,-2548,-5363,20651,-14527
-13945,14647,-2524,-4827,20456,-14519
-14253,13907,-2432,-4295,20310,-14499
-16681,6623,-460,1671,19046,-14005
-16497,4447,192,3834,18307,-14237
-14133,2599,1972,9574,13674,-14165
-13357,3803,2852,10204,10819,-13495
-13029,3207,4240,8998,-2848,-12011
-13057,2031,3468,8850,-7682,-12994
-11277,-153,-2596,6108,-21188,-19199
-9845,-449,-6124,4205,-23417,-21016
-3817,47,-18220,-1953,-20784,-22661
-2321,-37,-21596,-3308,-17340,-22114
5319,2103,-28316,-5052,3276,-19498
5299,5523,-28316,-6372,10014,-17276
1179,9487,-25388,-7005,26762,-7524
-993,9399,-20608,-6505,27742,-4236
-4121,5103,-10736,-5354,21665,4162
-4725,3419,-8896,-4987,18197,6287
-5409,1383,-7972,-2082,7358,14984
-6405,1383,-7624,-518,5153,18795
-11513,1719,-2908,4152,-1676,28760
-12325,1719,-1872,5684,-4797,30659
-11317,3631,-3516,11853,-14054,32924
-10525,4931,-4188,13610,-15835,32924
-8345,7103,-5592,15724,-20344,32924
-7705,7791,-6844,15547,-23065,31083
-2833,20879,-15208,11368,-31635,19888
-805,26559,-20884,8931,-31501,16716
-3961,32779,-25600,-286,-16445,8058
-5525,32427,-24632,-2765,-10750,4495
-7905,27279,-17484,-5906,5494,-1952
-9561,24647,-13752,-6385,10750,-2701
-15417,16171,-4620,-7876,21928,-5010
-16709,13243,-2896,-7759,23034,-6275
-18785,7207,656,-4297,21824,-10493
-19181,6043,1840,-2747,20664,-11345
-19477,3671,3484,2191,15192,-12661
-19285,2763,3632,3978,13056,-13084
-18505,2691,3792,7919,4944,-14709
-18025,2499,3620,8347,2400,-15086
-15265,2687,792,9041,-7633,-18647
-14177,3219,-408,8257,-11368,-20106
-8009,4959,-8992,-2238,-19775,-23704
-5189,5391,-15140,-6393,-19891,-24720
5695,13127,-28316,-12481,-11470,-23506
5139,17699,-28316,-13959,-4631,-20823
723,11775,-28316,-17571,19979,-11138
-429,9611,-27676,-16506,23022,-9041
-2725,3975,-14348,-12585,21469,-2197
-2769,2531,-11904,-11344,18807,104
-3493,-2017,-8772,-6631,11649,7585
-4725,-2989,-7592,-4925,10023,10470
-10609,-5849,-3312,456,5090,19685
-11713,-6553,-1696,2208,3366,21828
-11349,-4405,448,8010,-4416,26317
-10825,-2649,76,9828,-7147,27421
-8081,2291,-2804,14123,-13574,30016
-6493,3815,-4204,14960,-15483,29993
-3957,12815,-11080,14887,-24090,25865
-3733,17499,-14464,13635,-26256,23070
-389,24799,-27592,7459,-23257,15254
-545,27975,-28316,5362,-19154,12314
-4373,24619,-24728,-727,-3779,3448
-5265,23371,-22412,-1717,912,1089
-10481,15479,-10724,-3738,12866,-4203
-11717,13699,-7376,-4113,14729,-5557
-13877,10663,-580,-3857,16665,-8671
-15105,9367,260,-3180,17191,-9148
-17761,4619,3152,775,17361,-10833
-18097,3771,4000,1736,16582,-11205
-18469,2303,5840,3233,11317,-12603
-18313,2207,6200,3570,8764,-12925
-16445,2283,6048,4425,-126,-14487
-15561,2723,5484,4258,-3360,-14855
-13629,4191,2104,1608,-14748,-17437
-12933,4691,-92,90,-17142,-18506
-7437,7211,-12408,-7035,-21792,-23306
-4069,9051,-17692,-10060,-20682,-24326
4095,17671,-28316,-19994,-2905,-19113
5267,16371,-28316,-22553,5624,-16183
2999,15919,-28316,-22820,27467,-10320
2755,13715,-23928,-22295,27956,-7400
3695,7179,-12640,-17249,20567,1543
3923,5331,-10556,-14460,15716,4293
719,-213,-7152,-4772,-1255,13195
-1125,-1565,-6968,-1586,-5102,15610
-6737,-3697,-6760,6180,-10853,21503
-7993,-3665,-6796,8031,-11203,23008
-9293,-1189,-7164,13911,-10774,27256
-9493,399,-7224,15607,-9964,28464
-9001,5031,-6888,19361,-6845,31801
-8721,5947,-6580,19976,-6311,31995
-6377,5347,-7836,20369,-6629,30416
-2561,3955,-11048,19336,-6992,25828
6139,10483,-16544,15652,-6507,15392
6471,13603,-16780,13318,-5877,11739
4495,14727,-17616,7063,-2200,4986
711,16231,-17036,2961,1172,-844
-3825,18047,-14492,805,9408,-3993
-6105,17067,-11316,240,11803,-3827
-9825,13491,-4728,-396,13155,-4052
-12205,11623,-596,-311,10496,-4213
-13913,10231,796,93,3373,-3816
-14225,9671,236,752,2065,-3673
-14537,8171,-612,2841,791,-2722
-14525,7727,-620,3266,792,-2470
-12997,7915,956,5262,-2669,-788
-12965,8079,1192,6130,-5190,-279
-13581,6183,480,9205,-13697,-64
-13373,4943,-612,9563,-16122,-624
-10201,2295,-4924,7260,-19509,-4837
-9261,2367,-6400,5707,-19668,-6351
-7489,1599,-12272,-2044,-19643,-10846
-6481,1431,-14728,-5385,-18834,-12589
-2021,4087,-25656,-16512,-13500,-15764
-3973,2423,-26280,-21733,6043,-12912
-4253,2279,-25040,-21509,6747,-12781
-4373,2155,-24300,-21357,7202,-12622
-4165,-1629,-16052,-19351,7614,-11759
-3813,-3417,-14132,-18215,6685,-11336
-4825,-7281,-10572,-13366,3131,-7906
-5069,-7929,-10352,-11716,3353,-6365
-5401,-7509,-10232,-6589,9141,-139
-5649,-7577,-9296,-5266,10890,2530
-6025,-6345,-5400,-802,10974,11442
-6357,-5333,-4048,805,9188,14124
-6565,-2833,-2284,5091,-840,20570
-6129,-2557,-2888,6178,-4064,21695
-2517,1267,-8436,9572,-13727,23692
-2241,3523,-10556,10934,-16114,24416
-4969,9387,-14688,13917,-18383,25547
-5049,9363,-15832,13923,-17672,25261
-4797,10167,-17496,10657,-19984,20162
-4937,12043,-18908,8433,-20677,17594
-5865,16515,-22544,-494,-15716,10300
-6713,16071,-22468,-2851,-12008,8293
-9769,16555,-15720,-8683,1005,3778
-10917,15623,-13736,-10033,3831,2590
-14073,12639,-7712,-12183,10474,-1181
-14525,11543,-6592,-12200,12411,-2434
-14697,8671,-2860,-12076,16722,-7035
-14325,8259,-1716,-12430,17103,-8656
-14093,7055,492,-11657,16661,-12778
-14841,6851,2184,-10921,16057,-13474
-16229,6299,4468,-7956,9365,-15130
-16125,6303,4428,-7024,6014,-15709
-14077,7383,2268,-4023,-5163,-17636
-13317,8579,1140,-3217,-8598,-18454
-10645,11623,-4752,-3514,-15175,-20735
-10205,12427,-7552,-4128,-16045,-21643
-7293,14319,-19396,-7468,-16810,-25614
-5645,14739,-22816,-9655,-15062,-26493
-2505,17107,-28316,-15664,-147,-23155
-3441,16671,-28316,-14943,6056,-20974
-7601,13959,-25288,-8354,14730,-13207
-8161,12071,-22332,-6306,13741,-11216
-8321,6591,-16356,-1840,8878,-5896
-8449,5107,-14680,-1121,7469,-4556
-8961,-481,-11708,-319,4033,-687
-9197,-1741,-10904,-37,3578,605
-10685,-3821,-8064,2093,2425,5522
-11241,-3997,-7052,3015,1788,7109
-12541,-4777,-4616,5991,168,12236
-12705,-5049,-4240,7144,-332,13845
-12117,-4505,-3612,11877,-1666,19023
-11701,-3905,-3912,13688,-2318,20465
-7813,151,-8724,18515,-1002,24996
-6169,1791,-11228,19931,702,26843
-257,5627,-13700,19309,3288,30587
2027,6379,-12180,17142,379,30477
7987,13499,-17504,13439,-22150,23877
7579,19595,-20592,12177,-27396,20930
551,22115,-28316,8488,-21381,17916
-1917,21591,-28316,8315,-15793,16947
-6641,19563,-18784,5883,-789,14143
-7941,19203,-15576,4560,2341,13428
-13541,15887,-5752,-676,7208,10643
-14865,14591,-3292,-2389,7234,9230
-16065,11251,1816,-7656,7129,3359
-16249,10527,2148,-9000,7079,1308
-15881,8743,4484,-11276,6670,-4920
-15957,8559,5044,-11676,6240,-6599
-16477,9431,7188,-12384,4101,-11107
-16609,9883,7148,-12544,3456,-12323
-16949,10407,5736,-12100,-692,-15243
-16573,10755,4780,-11712,-2173,-16291
-14501,13879,1232,-12703,-5139,-19503
-13661,14843,-816,-13695,-5493,-20223
-11709,16699,-8564,-18548,-5666,-23276
-11177,17103,-11456,-20537,-4913,-24292
-7445,19299,-22304,-25093,-2156,-25794
-6061,19667,-26384,-25175,-576,-25636
-6573,20435,-28316,-23568,4607,-24578
-6657,19499,-28316,-19387,9131,-22804
-8321,16427,-28316,-10245,16265,-16891
-8861,14195,-28316,-7531,18206,-15019
-10245,7875,-19776,-1881,20348,-9299
-10505,6007,-16976,-691,19660,-7317
-10629,1171,-10376,1900,14397,-978
-10597,-329,-9064,2717,12498,923
-10929,-3265,-5424,6089,6326,6769
-11261,-3541,-4476,7398,4167,8691
-11889,-5077,-3908,11947,-1200,13630
-11677,-5077,-4272,13806,-2654,14911
-10581,-2445,-5836,18685,-5804,19193
-10277,-1613,-6436,20193,-6241,20422
-9313,755,-9240,24462,-7409,22640
-8077,3583,-11352,28106,-8831,23942
-6421,4095,-17172,31578,-22149,20022
-5905,5291,-19732,31988,-27449,17373
-5089,10791,-28316,30540,-34516,10245
-5317,23075,-28316,25632,-30279,5408
-9777,22631,-28316,18914,2386,5703
-11589,22739,-28316,18784,9599,6240
-15729,20279,-13864,13058,16348,9026
-16313,19491,-9952,10577,15416,9715
-18089,15767,-2264,982,11161,11150
-18169,14703,-1436,-2120,10396,10839
-17705,10927,1176,-10919,10965,7624
-17777,9867,1876,-13066,11511,5312
-17213,9491,2428,-15262,12591,-6
-17365,10907,3776,-15764,13524,-3828
-17925,10843,5536,-14652,15580,-7503
-18289,10647,6528,-14589,15780,-8770
-19209,9403,9860,-15099,11912,-11907
-20557,8939,9568,-16215,3882,-15914
-17305,12167,3036,-17495,-11202,-22865
-10545,19363,-17136,-21813,-12377,-24512
-10329,19871,-19024,-22924,-10966,-24115
-9401,18871,-21392,-24867,-7962,-23326
-4961,18767,-28316,-27373,2363,-22515
-2249,21295,-28316,-25523,12095,-22377
-1769,17179,-26800,-22676,19927,-18954
-2145,16271,-23404,-20318,19821,-17560
-2145,13755,-16556,-15310,14141,-13475
-1833,10987,-15052,-9487,5472,-8766
-4133,6011,-13896,-2830,-3229,-2183
-4953,4303,-13228,-1168,-4823,-559
-6105,-89,-12476,3537,-7204,3127
