acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-6249,-1253,-10340,630,-813,349
-6137,-1369,-10440,665,-759,431
-6401,-1573,-10756,1127,1,841
-6621,-2297,-9320,1311,306,1028
-6625,-2173,-9288,1365,244,1025
-6717,-2137,-9228,1297,278,1036
-6937,-1989,-9700,940,656,1133
-6693,-1793,-9992,884,1050,1235
-7021,-1101,-10356,317,2146,1371
-6613,-3245,-8896,330,2418,1195
-8013,-1993,-7836,576,3152,51
-8361,-2257,-7380,282,2445,-244
-8417,-1145,-7440,1100,-23,-2106
-8685,-549,-7424,612,-569,-2679
-8833,1975,-7964,-739,-1077,-4092
-9101,2355,-7540,-1354,-1246,-4527
-9577,2887,-6076,-3060,-3139,-6068
-9665,3075,-5660,-3491,-4343,-6651
-9897,3687,-5520,-5010,-7946,-8890
-9965,4023,-5772,-5569,-9099,-9833
-10721,7531,-5980,-8205,-13811,-12369
-10929,8727,-6296,-9484,-15446,-12789
-11093,9863,-7172,-11775,-17682,-13521
-11017,10787,-7468,-13163,-20200,-13984
-11193,12835,-9948,-15823,-23408,-13700
-11493,12723,-10892,-16718,-23226,-13413
-12285,11939,-11800,-18189,-22655,-13238
-12769,11307,-12932,-19299,-22935,-13649
-12221,11399,-17668,-20654,-20371,-14131
-11969,11199,-20004,-20866,-17413,-13918
-11489,9043,-23956,-19864,-3342,-12409
-11489,8003,-23572,-19297,1446,-11813
-12001,5891,-20836,-17368,7943,-10522
-12393,4067,-18612,-14887,10450,-9057
-13073,1827,-16924,-10357,10103,-6368
-13209,859,-16216,-8855,9219,-5457
-12473,-1817,-15984,-3648,4927,-2831
-12349,-2505,-16364,-2123,3858,-1866
-12569,-4125,-16420,2862,2089,1465
-12761,-4401,-15868,4731,1857,2418
-13429,-4949,-13728,10365,339,4896
-13301,-5317,-13768,12051,-240,5546
-12721,-5225,-14144,17305,-1085,7675
-12765,-4397,-14264,18841,-2004,8234
-11777,-1153,-17412,23887,-5644,9093
-12481,-277,-19104,25684,-6464,8886
-12593,2607,-23404,29057,-7786,7289
-11777,7327,-28316,31588,-5947,4155
-11413,14643,-28316,31579,4894,2704
-12217,14783,-28316,31822,8657,3013
-14565,16323,-22944,31329,10708,3321
-15201,19271,-17364,27023,5396,3412
-16081,20779,-16032,18634,-1658,5139
-16253,19491,-14872,16543,-1846,6396
-18261,14391,-8756,9164,-1286,9788
-18429,13239,-7024,6597,-1594,10424
-18617,9043,-2020,-2028,-4045,10307
-18049,7875,-936,-4664,-4898,9647
