acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-7639,14874,1994,1110,3664,-1613
-7619,14866,1938,1110,3750,-1550
-7543,14882,1602,1714,4383,-1326
-6935,14582,2698,1574,4370,-1197
-6927,14610,2762,1563,4267,-1188
-6987,14570,2646,1647,4148,-1204
-7171,14366,2262,2042,3652,-1313
-7295,14434,2142,2151,3760,-1264
-7847,14094,1906,2162,5094,-1090
-8171,13826,1934,2233,5683,-1154
-8811,13730,1478,2502,8458,-1635
-8955,13898,1582,2494,9670,-1711
-9515,13686,2194,1952,13838,-2154
-9571,13618,2378,1732,14919,-2439
-9171,13318,3198,923,16943,-3521
-8863,13234,3234,917,17287,-3765
-7923,12818,4434,384,17203,-4382
-7519,12538,4582,265,16932,-4658
-5299,12262,4514,964,15699,-5812
-4331,12842,4586,1549,15542,-6085
-1907,15318,6034,2657,15528,-5690
-1843,15874,6566,2956,15263,-5282
-2099,16786,8938,3859,12776,-4138
-2743,16726,10934,4462,6884,-2730
-4127,16750,9126,4541,-3907,-1075
-3979,17438,7794,4722,-6207,-409
-3639,17378,5582,4332,-7994,1293
-3887,17234,3566,3934,-6718,2810
-5515,15982,2898,4324,-4122,4053
-5739,15890,2978,4375,-3159,4202
-6267,15750,3258,4376,-1526,4635
-6655,15198,3474,4699,-420,4945
-7755,14594,4042,5403,782,4926
-8163,14318,4150,5529,990,4769
-8627,13810,4510,5633,1286,4358
-9307,13082,4718,5633,1296,3875
-10263,12058,4374,5442,1201,2647
-10515,11906,4362,5409,1248,2025
-10983,11542,4070,5363,1403,786
-11607,11310,4054,5233,1746,-585
-12199,12186,4402,4394,2509,-3123
-12279,13066,4698,4059,2710,-3958
-12343,14774,5518,3213,2462,-5659
-12435,15974,6018,1983,1205,-7089
-13175,19010,5046,538,-842,-9707
-13531,19918,4694,180,-1168,-10619
-13955,21910,3950,-690,-662,-13018
-14591,24974,3030,-1049,1094,-15726
-15271,28070,3510,253,4951,-20443
-15047,27878,4510,795,5545,-21357
-13907,23730,6374,715,4026,-19884
-14035,22658,6534,203,2741,-18208
-16807,20770,4086,-866,137,-11672
