acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
273,750,1751,85,-1480,410
389,690,1403,178,-1471,373
73,370,895,207,-261,-158
81,266,1203,18,462,-377
249,1438,3895,-488,-367,-149
233,1358,3823,-461,-690,-105
205,1314,3855,-424,-841,-39
29,594,2439,75,-1771,-123
-31,434,1939,167,-1698,-333
417,782,1083,327,258,-1211
433,982,1951,-212,1153,-1443
693,1054,3059,-8,1099,-1499
913,1402,3395,74,478,-1392
1077,1558,2191,563,-1064,-844
1033,1694,2123,536,-859,-763
749,1902,2099,-242,614,-534
749,1874,2511,-519,992,-454
153,1454,3619,-840,470,-60
-95,1054,3739,-724,-58,22
61,330,2779,-339,-1106,-514
49,462,2439,-369,-953,-710
421,1678,2319,-981,-106,-691
529,1702,2439,-1175,-55,-560
553,1354,2239,-910,-656,-247
545,1306,2135,-702,-780,-297
649,1642,1807,-374,-321,-565
673,1958,1935,-484,-29,-610
409,1834,2867,-933,246,-409
417,1698,2963,-989,-102,-332
101,862,2435,-844,-739,-422
49,870,2139,-738,-717,-496
273,1166,1911,-822,-427,-649
357,1506,1835,-810,-373,-604
425,1878,2095,-891,-531,-16
257,1694,2115,-775,-542,51
293,1294,2103,-352,-507,-256
333,1386,2143,-174,-525,-438
361,2202,2231,-3,-498,-546
425,2290,2115,-85,-316,-516
373,1822,2079,-302,246,-572
305,1774,2255,-247,205,-628
-163,1746,2647,-84,-497,-468
-91,1662,2459,-87,-739,-369
217,1562,1823,-230,-777,-359
389,1702,1775,-256,-740,-332
581,1966,1847,-300,-791,-319
489,2074,1835,-286,-781,-293
457,2302,1471,-287,-413,-13
529,2310,1615,-355,-281,94
653,1714,1611,-144,-255,-45
645,1698,1607,22,-378,-226
677,2214,1359,317,-298,-286
717,2322,1207,321,-80,-252
501,2066,1843,340,363,23
393,1914,1815,340,320,76
253,1566,1795,509,16,-6
261,1718,1843,586,-58,-93
637,2430,1819,462,-37,13
705,2510,1827,405,7,147
493,2058,1723,376,15,508
349,1858,1775,387,85,497
253,1718,2187,397,120,242
69,1654,2239,321,108,138
309,2058,2047,107,42,315
401,2142,1991,133,-11,323
293,1814,1787,288,39,223
189,1890,1859,267,191,104
209,2134,1855,164,325,11
249,2158,1979,144,358,38
177,1990,1935,222,181,143
129,2002,1983,226,186,163
-63,1642,2015,83,153,34
-207,1742,2047,1,72,24
93,1934,2003,-15,-175,-7
101,1994,2119,26,-222,-26
401,2134,1831,-18,-443,-30
301,2086,1879,42,-502,-16
861,2510,1567,70,-897,424
881,2478,1463,108,-877,525
393,1858,1343,120,-445,825
393,1534,1271,51,-72,733
-55,1350,2195,-167,769,122
57,1734,2559,-204,551,142
-87,1982,2795,48,-714,605
37,1906,2371,1,-815,780
137,1394,1655,-320,-104,792
129,1326,2063,-522,128,701
-67,1334,2531,-822,-53,290
-127,1442,2535,-823,-378,183
349,1654,1919,-828,-659,-158
385,1610,1707,-769,-537,-257
405,1490,1807,-837,200,-683
497,1422,1879,-880,332,-837
585,1930,2143,-948,15,-709
585,1842,2039,-915,-102,-557
317,1926,1943,-847,-132,-280
217,2022,1963,-930,35,-163
325,1778,1999,-1328,351,-42
401,1782,2083,-1355,161,-51
317,1974,2071,-1401,-487,-60
337,1990,1835,-1415,-567,-33
417,1882,1251,-1460,-7,26
317,1690,1351,-1418,207,-61
-47,1182,2023,-1249,293,-409
-119,1146,2127,-1261,214,-548
549,1626,1755,-1192,-170,-862
821,2034,1791,-1049,-429,-832
1013,2710,1231,-660,-473,-445
1053,2810,1023,-753,-94,-254
969,2522,1683,-1215,1058,238
913,2402,1939,-1191,1020,400
445,2098,2203,-664,-97,754
349,2122,2107,-566,-363,876
57,1830,1447,-926,138,933
-55,1646,1475,-1065,423,859
-39,1586,1991,-841,572,464
-23,1854,2031,-594,229,356
109,2222,1791,-289,-550,429
153,2122,1475,-431,-372,494
381,1786,1559,-733,357,468
361,1690,1619,-606,531,391
329,1834,2007,6,168,248
329,1950,1811,37,131,216
301,2270,2099,-217,222,513
309,2170,2155,-443,264,626
193,1542,2131,-398,20,561
229,1466,2015,-258,6,473
-7,1850,1759,-21,161,364
-7,1778,1743,-67,345,384
-7,1290,1847,-518,631,190
-87,1138,2367,-462,373,102
133,1186,1923,-41,-577,-286
273,1422,1599,133,-634,-366
521,2078,1283,139,273,-128
517,2102,1619,64,527,-38
221,1506,2327,23,547,67
-23,1330,2603,142,263,22
145,1494,2379,410,-312,-273
161,1626,2307,456,-403,-326
385,2106,1983,170,-152,-224
489,2026,1823,112,34,-131
465,1418,2175,188,459,-240
537,1310,2463,233,375,-317
297,1650,2771,381,-629,-283
285,1682,2379,395,-874,-175
593,1826,1371,-11,-80,-50
537,1802,1363,-14,271,-81
305,1774,2195,249,418,-205
257,1794,2331,288,160,-181
381,1870,1847,313,-253,-151
341,1894,2467,68,-66,-45
373,1874,2283,8,-99,-16
361,1830,2403,62,-184,-30
381,1650,2215,-26,-542,73
317,1674,2031,6,-595,135
217,1242,1431,212,41,-191
205,1206,1339,420,392,-429
193,1478,2447,673,991,-854
329,1694,2563,626,903,-829
937,2366,2579,438,0,-437
945,2438,2395,457,-210,-373
121,2178,1155,1090,317,-211
-39,1966,1347,1022,863,-161
-359,1726,2311,127,1605,21
-167,1890,2819,-238,1217,194
-407,1626,2635,-58,-2286,680
-279,1438,2019,277,-2883,568
121,1414,-201,901,-1500,-547
289,1466,-37,853,-335,-1053
277,2530,2135,744,1720,-1632
241,2610,2975,880,1387,-1518
473,2186,3095,1097,-1047,-872
585,2086,2659,1023,-1442,-868
729,2506,1643,486,-638,-891
541,2734,1827,284,-152,-696
537,2438,1943,-360,777,-158
325,2162,2259,-282,640,-140
153,1946,2071,493,-762,-259
33,1834,1699,715,-841,-318
49,2258,1279,427,519,-618
233,2502,1355,196,1081,-646
533,2242,2843,22,525,-334
585,2278,3067,151,-92,-251
681,2502,1771,327,-814,-38
665,2538,1395,292,-425,-26
773,2422,1867,-97,733,168
669,2262,2207,-38,757,197
193,1886,2579,279,472,85
-23,1670,2531,292,431,-17
-19,1638,2487,-291,675,-313
21,1898,2591,-472,613,-405
-67,2370,2271,-616,58,-530
-259,2270,1983,-453,-18,-619
433,2338,1435,4,782,-1089
733,2754,1551,-53,1058,-1111
621,3274,2667,-497,793,-346
453,3058,2663,-446,426,29
273,2130,1951,-297,-127,338
169,2034,1967,-409,45,215
273,2262,2651,-737,579,-149
313,2578,2923,-848,432,-148
309,2994,2995,-894,-291,107
417,2642,2367,-772,-697,310
157,2314,1795,-681,-276,176
45,2210,1847,-649,36,81
177,2274,2263,-716,-53,35
189,2446,2259,-780,-245,106
149,2486,1731,-923,-477,541
-35,2422,1651,-765,-324,536
-143,2006,2103,-766,126,201
-75,1962,2119,-839,236,38
-187,2322,2571,-897,253,-242
-175,2742,2607,-977,100,-238
-47,2762,2191,-744,-500,-171
-39,2622,2043,-725,-604,-198
81,2294,1879,-668,-427,-393
45,2346,1843,-676,-200,-486
381,2742,2231,-759,-459,-253
537,2678,2223,-659,-594,-144
797,2158,1527,-100,-1027,-259
869,2226,1331,106,-798,-339
757,2842,1531,209,452,-170
717,2998,1775,2,833,6
649,2598,2959,-481,470,433
537,2522,3023,-376,-70,503
133,2342,2031,44,-922,436
-55,2362,1571,104,-757,343
249,2450,1759,-335,724,264
341,2430,2099,-461,717,291
269,2298,2555,-345,121,250
165,2142,2007,93,-655,262
21,2234,1127,402,276,-73
137,2530,1503,180,785,-148
61,2630,2947,-415,565,-71
-31,2494,2955,-377,-31,25
-199,2238,2423,-68,-631,-50
61,2262,1603,197,-7,-515
73,2422,1767,201,294,-638
93,2722,2267,33,627,-499
89,2642,2239,-64,619,-490
565,2546,2303,106,-240,-511
589,2674,2287,217,-518,-474
465,2842,1819,482,-471,-192
581,3010,1667,292,53,-109
597,2938,2219,-224,763,201
465,2386,2571,-324,663,170
257,2342,2619,56,-359,223
249,2350,2239,156,-469,205
321,2814,1807,48,87,200
441,2946,1999,-410,307,376
181,2374,2167,-245,-201,339
45,2254,2079,-8,-335,246
-39,2342,1587,318,317,-49
177,2486,1739,217,660,-73
93,2870,2831,-168,278,172
65,2762,2867,-204,-152,308
-23,2254,2023,65,-726,158
89,2330,1583,136,-456,79
105,2538,1803,218,294,-100
269,2718,2375,46,500,-135
545,2686,2531,-75,-235,11
565,2606,2283,-74,-389,58
593,2542,1803,259,-327,127
541,2486,1807,332,-109,166
405,2634,2215,159,659,169
