acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-13257,16019,-900,19,-180,227
-13561,17219,2708,-298,-574,264
-13509,15691,-1072,-221,-502,392
-13573,15827,-748,369,-1074,105
-13513,15743,-708,338,-1195,91
-13529,15803,-704,366,-1342,78
-13505,15787,-756,428,-1520,39
-13581,15847,-1028,372,-2060,-447
-13513,15979,-980,258,-2074,-407
-13585,16059,-616,257,-2811,-681
-13649,16179,-736,169,-2970,-634
-13661,16215,-1008,274,-3058,-401
-13661,16183,-1100,265,-2898,-323
-13797,16067,-1148,436,-2298,32
-13793,15967,-1148,479,-2195,118
-14041,15939,-1072,634,-1775,350
-14089,15815,-1036,656,-1580,340
-14229,15795,-1160,598,-820,253
-14309,15743,-1220,553,-555,176
-14381,15983,-1144,360,280,17
-14329,15983,-1220,282,542,-106
-14289,15911,-1208,111,1319,-301
-14209,15907,-1240,68,1549,-394
-14061,15827,-1216,3,2122,-505
-13985,15867,-1208,-5,2216,-518
-13817,15879,-1060,-64,2273,-444
-13769,15859,-964,-69,2248,-403
-13777,15835,-1040,29,1862,-333
-13645,15855,-1208,73,1840,-263
-13753,15907,-1248,176,1834,-99
-13669,16007,-1332,212,1905,-19
-13741,15915,-1252,251,1684,-41
-13781,15891,-1144,293,1575,-60
-13729,15875,-1084,330,1350,-86
-13677,15867,-1288,403,1246,-31
-13785,15767,-1028,452,931,-5
-13797,15835,-1108,427,790,-1
-13757,15887,-1164,526,649,78
-13733,15879,-1188,530,714,80
-13717,15847,-1148,584,727,129
-13737,15923,-1252,550,761,69
-13709,15875,-1340,601,1101,96
-13749,15735,-1272,549,1251,135
-13813,15719,-1340,565,1767,86
-13809,15619,-1416,572,1969,41
-13741,15703,-1196,678,2483,-138
-13609,15711,-1288,668,2691,-150
-13673,15515,-724,571,2772,-283
-13657,15603,-724,515,2616,-379
-13357,16319,-1240,157,2581,-554
-13449,16427,-1252,77,2743,-572
-13681,16275,-1088,36,3023,-579
-13669,16095,-1012,-2,3046,-541
-13665,15787,-960,-87,2717,-400
-13689,15723,-860,-147,2499,-499
-13713,15543,-816,-363,1670,-643
-13705,15531,-956,-368,1411,-771
-13601,15603,-1132,-406,926,-1155
-13529,15647,-1248,-451,787,-1227
-13473,15771,-1136,-338,409,-1379
-13553,15951,-1000,-300,237,-1350
-13473,16015,-964,-92,-227,-1215
-13337,16079,-1236,-50,-315,-1173
-13369,15763,-1208,34,-459,-1000
-13589,15759,-860,24,-457,-890
-13549,15523,-876,-93,-753,-908
-13393,15591,-1072,-168,-535,-952
-13529,15683,-1372,-349,260,-1046
-13457,15743,-1160,-426,388,-1091
-13545,16231,-900,-665,661,-1184
-13501,16295,-1008,-827,788,-1116
-13501,16259,-1412,-915,858,-926
-13485,16215,-1448,-807,993,-804
-13841,16035,-724,-529,731,-456
-13581,15987,-1072,-499,562,-395
-13693,15795,-1180,-420,-21,-204
-13829,15763,-1124,-420,-242,-204
-13745,15539,-1516,-234,-651,-324
-13745,15659,-1608,-155,-622,-328
-13785,15887,-1432,153,-176,-297
-13829,15951,-1028,233,-184,-295
-13753,16015,-940,275,-153,-188
-13565,15979,-1164,257,-189,-130
-13661,15815,-1072,165,200,-15
-13621,15755,-1076,160,303,12
-13801,15831,-1396,70,864,101
-13965,15799,-1292,53,952,106
-14041,16019,-704,73,504,117
-13985,16027,-792,133,243,148
-14121,15967,-1404,227,189,302
-14161,15943,-1324,284,318,268
-14345,16043,-944,299,96,77
-14373,16167,-860,329,-22,7
-14193,16163,-336,259,-651,-85
-14185,16131,-356,225,-920,-35
-14149,16091,-644,170,-812,15
-14193,16055,-696,175,-754,2
-14005,15851,-980,144,22,-18
