acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4673,2771,-2752,-9412,-10448,7495
-4641,2879,-3456,-9195,-10900,7390
-4509,3479,-6408,-9126,-10117,6914
-5729,2243,-5176,-11200,-3016,5010
-5909,2275,-4864,-11311,-2976,4830
-6153,2287,-4408,-11404,-3011,4700
-7541,2295,-2544,-11867,-5077,3350
-7793,2507,-2064,-12015,-6368,2696
-8621,4323,-2028,-13007,-10680,748
-8901,4799,-2316,-13541,-11691,179
-9905,5483,-2604,-14839,-13083,-1062
-10625,5915,-3136,-16049,-13711,-2481
-10893,7139,-4304,-17372,-14218,-4893
-10725,7799,-5028,-17712,-14187,-5584
-10225,8799,-6368,-18548,-12327,-7018
-10617,9439,-6600,-20210,-8898,-8259
-10977,9791,-6108,-22587,-5349,-11238
-10069,10871,-6612,-23005,-4920,-12028
-8201,15523,-8288,-23428,-2951,-12623
-8185,16095,-7880,-23568,-2237,-12523
-9605,16735,-5972,-24204,-2294,-12987
-11053,17523,-3944,-24303,-5278,-14316
-12133,19539,-3100,-23152,-12555,-16968
-12249,19955,-3372,-22867,-14505,-17363
-12709,20635,-4588,-22658,-16700,-17551
-13537,21295,-6000,-22151,-16357,-17335
-14237,21503,-8244,-18886,-11193,-16463
-14293,21343,-8260,-17448,-8409,-15926
-13985,20991,-7776,-12814,1300,-13500
-13985,20695,-7484,-11392,4651,-12387
-14437,20151,-6036,-8490,10383,-9763
-15145,19675,-4736,-5376,13807,-7192
-15873,18271,-2044,-1719,15844,-3993
-15905,17927,-1268,-937,15630,-3327
-15725,17259,-608,392,14408,-2256
-15465,16359,-540,1673,12879,-1591
-14909,15331,-172,2715,11206,-1052
-14877,15055,40,2876,10515,-896
-15225,14135,148,3484,7778,-639
-15301,13791,-116,3705,6943,-628
-15553,13683,-532,3902,5466,-699
-15469,14063,-416,3642,5227,-759
-15537,16739,-256,1898,4503,-1322
-15597,17775,-540,1178,4324,-1539
-15433,19223,-1900,-818,3934,-1757
-15381,18423,-2208,-1183,4145,-1440
-16181,15887,-692,-1865,3715,-226
-16453,15075,-412,-2104,3004,46
-16949,13807,264,-2436,-736,524
-17081,13719,120,-2486,-2141,483
-16553,13939,-1124,-2607,-5395,241
-16465,14195,-1544,-2650,-5852,138
-16389,15443,-2988,-2727,-5760,-162
-16345,15815,-3340,-2869,-5181,-238
-16429,16187,-3588,-2822,-2859,-421
-16517,16187,-3404,-2796,-2220,-440
-16565,16323,-2884,-2621,-1273,-382
-16717,16403,-2360,-2460,-1287,-213
-16785,15803,-2056,-1606,-2485,32
-16749,15683,-2152,-1195,-2941,91
-16545,15379,-2028,-409,-3477,172
-16325,15115,-1828,273,-3632,343
-16121,14675,-1476,854,-3632,392
-15985,14603,-1392,948,-3647,359
-15717,14339,-936,930,-3768,324
-15493,13807,-668,928,-3939,165
-14893,13183,-636,754,-3624,75
-14821,12843,-468,732,-3434,100
-14681,12087,-192,548,-3074,296
-14493,11355,32,620,-2870,591
-14529,10355,944,626,-2846,1250
-14521,10215,1108,601,-3200,1397
-14645,10187,1484,613,-4444,1593
-14381,10715,1216,736,-5524,1761
-14169,12151,1048,957,-6246,2604
-14397,12959,1188,1058,-6413,2921
-14873,16571,1728,1015,-7096,3062
-15481,23967,1872,-8,-9192,1927
-13753,30903,-2440,506,-9603,1943
-13441,29547,-2676,1486,-7748,2837
-15141,32179,1040,3739,-3857,4901
-15617,32563,1592,3756,-3812,5424
-16357,26327,-220,6126,-5002,6107
-15865,25139,-416,7534,-4835,6125
-14269,20419,-168,10026,-1606,6835
-14213,19031,-32,10264,-198,6981
-14621,16131,1196,10446,2608,7043
-14749,15439,1276,10255,3023,6865
-14861,13135,1956,9110,3198,5988
-14817,12375,2244,8506,3022,5614
-14657,11671,2764,7081,1200,3907
-14597,12095,2944,6697,573,3325
-14281,13535,2900,4579,-838,1605
-14377,14519,2776,3817,-1305,1119
-14641,16963,1808,1943,-2654,-117
-14829,16923,1432,1482,-2657,-322
-15045,16583,-188,784,-830,-730
-14953,16603,-288,640,75,-645
-15325,16735,360,-79,2219,-211
-15445,16839,524,-326,2344,-176
-15465,15719,-348,-983,3688,-263
-15421,15935,-316,-1129,4222,-431
-15469,15971,1172,-2606,3369,-1203
-15537,15279,1512,-3486,2058,-1459
-16081,13835,1032,-5875,-3558,-2946
-16017,13747,244,-6256,-5127,-3537
-15585,14503,-2708,-6289,-6576,-4964
-15265,14659,-3560,-6046,-5870,-5116
-14937,14499,-4484,-4564,-888,-4709
-14973,14295,-4120,-3911,1070,-4434
-15501,12803,-2508,-1738,6013,-3819
-15501,12403,-1836,-1272,6893,-3703
-15281,10939,-40,-461,7761,-3442
-15237,10231,264,-310,7488,-3544
-14689,9035,784,-108,6024,-4170
-14433,8979,868,-181,5562,-4424
-13957,9683,1092,-1070,3594,-5077
-15165,12219,1196,-2626,-2856,-5626
-15261,12655,1152,-2766,-3397,-5784
-15425,13115,1016,-2881,-3930,-5908
-14921,21055,-1896,-3580,-8118,-7949
-14005,24119,-3336,-3951,-7924,-8144
-13645,28863,-5960,-5547,-1377,-6257
-14265,28459,-6680,-5569,946,-5250
-15689,27215,-5948,-4886,4888,-2968
-16877,25263,-3928,-4006,5744,-830
-17473,25555,-2380,-2385,2577,1338
-17229,26567,-2408,-2237,1465,2016
-17149,24595,-4184,-1412,-37,3938
-17733,20411,-5468,553,569,5396
-18185,15535,-4964,3350,2702,6257
-18193,14575,-4388,3829,3317,6279
-18173,13071,-3044,4312,3423,6092
-18421,11911,-2652,4852,1982,5383
-17929,11315,-2504,5388,-375,3963
-17709,11079,-2448,5224,-712,3603
-17509,11015,-2580,4856,-1339,2553
-17533,11127,-2528,4879,-1405,2320
-17537,12727,-1700,4621,-1788,1474
-17401,13351,-1548,4403,-2017,1242
-17065,15879,-816,3222,-3206,607
-17065,16827,-776,2718,-3800,557
-17153,17623,-948,2020,-4657,552
-17317,17819,-1040,1295,-5493,607
-17401,17647,-1216,679,-6107,511
-17061,18135,-1616,-152,-6172,197
-16953,18479,-1872,-423,-5962,103
-16481,17691,-2512,-745,-4771,9
-16213,16387,-2472,-734,-2777,197
-16469,15371,-1908,-449,-505,664
-16501,15023,-1616,-295,-13,855
-16445,13759,-676,-68,1238,1360
-16461,13099,-608,-141,1384,1391
-16173,11655,-408,-699,1056,918
-16089,11431,-320,-1013,944,585
-15637,11107,-164,-2750,450,-549
-15577,11163,-168,-3391,163,-943
-15585,11867,-172,-5473,-1442,-2151
-15569,12039,-360,-5980,-1955,-2474
-15369,11219,-1280,-6719,-2531,-2610
-15337,11039,-1220,-6739,-2625,-2418
-15609,12131,-452,-6576,-3856,-1921
-15529,12499,-536,-6385,-4500,-1642
-15437,12075,-1708,-5032,-5369,-287
-15309,11699,-2108,-4340,-5167,191
-15113,11303,-1960,-3211,-3997,1296
-15577,11691,-1512,-2428,-3237,2177
-15641,12755,-1460,-1014,-3202,2883
-15489,14023,-1456,-718,-3088,2951
-15569,18323,-1184,-809,-3059,2582
-15717,24051,-1968,-1151,-3502,1773
-14997,26707,-4108,523,-1667,1658
-14857,25799,-3752,1531,-334,2091
-15425,24987,-1640,3372,2242,3092
-16177,26575,312,4049,2754,3489
-16001,27911,-100,4460,1237,3007
-15325,26539,-1076,4767,1424,2994
-14393,21527,-832,5693,4671,3490
-14397,20199,-352,5706,5543,3767
-15209,15943,1604,5067,6091,4076
-15385,14723,1924,4902,5534,3876
-14925,12187,2520,4152,2932,2854
-14685,11671,2700,3693,2096,2502
-14897,11463,3172,1793,-1546,893
-14849,11727,2768,1339,-2764,163
-14377,13419,712,560,-4703,-1681
-14277,13759,488,354,-4456,-2036
-14561,15055,-236,193,-2577,-2909
-14585,16079,-216,279,-1924,-3138
-14381,19723,-92,-5,438,-3448
-14273,20939,-24,-267,1256,-3443
-13777,19875,760,-1586,3881,-2248
-14089,18751,1880,-2245,4104,-1733
-15957,16231,3444,-4036,-314,-1534
-15925,15595,3256,-4343,-2597,-1630
-15617,13551,1564,-4586,-8016,-1519
-15633,13351,1016,-4306,-9102,-1504
-15737,12627,-2548,-2193,-9337,-901
-15781,12155,-3880,-1072,-7813,-558
-15749,11095,-5576,1476,-2261,329
-15913,10203,-4596,3629,4002,1135
-16501,9819,-1640,5661,9968,1272
-16433,9863,-636,5708,10505,1090
-16309,9447,1112,4280,9421,-65
-16157,9055,1404,3663,8344,-559
-15581,8271,1292,2494,2884,-1843
-15561,8619,1364,2304,982,-2171
-15905,11579,1100,1632,-2879,-2865
-16145,16531,16,561,-6631,-3847
-15621,26399,-3992,-1835,-8024,-4647
