timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,label
0.0,0.07824319891047722,-0.08876638057238703,9.963741068594532,-0.10450906356124298,-0.2738549953969637,0.6772163967173116,698.9151670150441,356.78205319694536,588.3628538984775,sit
0.05008347245409015,0.09126814153633778,-0.041237711209556174,9.913200682829437,-0.20394224155387983,0.23809847261716802,-0.12198968461618688,679.0729944671951,448.674021778319,596.1973101643109,sit
0.1001669449081803,0.06999938091760773,-0.03768890237473516,9.922137370700602,-0.4390990451567023,0.2922832060524168,-0.15228138791440402,748.3026510285601,358.7886684694085,555.1290661983704,sit
0.15025041736227046,0.04050839589907119,-0.038519088422956205,9.934250683715359,0.05259766043643802,0.14641067998636312,0.20672559836581547,653.020793142281,329.9494857368845,630.5258049533169,sit
0.2003338898163606,0.09467790826624516,-0.03438748815060856,9.93039773822798,0.5742350267834323,-0.10900483798907545,0.08885210279866178,690.4459096672628,410.3942378693696,667.1420865199206,sit
0.25041736227045075,0.08571903583119733,-0.07307125439188712,9.935408092634924,0.4800125556191818,-0.020275843830822947,-0.18776185025460626,719.2088854083945,349.3638337852999,635.7513909216577,sit
0.3005008347245409,0.07545998711501473,-0.0877662206319536,9.903973124769335,-0.014197815835853424,0.20837642301240641,-0.0027779788750834857,654.5756197803975,373.5254246385633,543.5470037230605,sit
0.35058430717863104,0.10337626936611852,-0.01272052707529494,9.898507075873002,0.11722861523370633,-0.18743998970776482,0.3124022457293566,629.9079386600047,371.10737843965586,616.6159278348288,sit
0.4006677796327212,0.09674077282162562,-0.0690313117264118,9.903440831917452,0.01666082637744033,-0.09149880632684443,0.3163275267404763,623.8039676304918,390.5353898035228,644.9712727454752,sit
0.4507512520868114,0.07762187109480723,-0.06651117681874871,9.906819293637183,0.04174882598245545,-0.2927561187529517,-0.043180788815899214,668.1680326913655,349.9334362527834,627.9153398996616,sit
0.5008347245409015,0.08509373523077275,-0.0804817768217443,9.939620789261449,0.33526681299692235,-0.040783007550039656,0.15640320006048636,702.153140931422,317.73590556319874,614.8815139620564,sit
0.5509181969949917,0.13727723674204922,-0.043957061022709354,9.896511662414273,-0.07194798082192773,-0.13180321993312305,-0.20137821190963973,610.8093190691452,377.6829739985189,639.8571816478652,sit
0.6010016694490818,0.06124109524494669,-0.09485055869049269,9.891450275704395,0.16698102679843355,-0.13121404533719064,-0.11116594105712028,712.0226271811053,339.9480207988437,571.1026386060453,sit
0.651085141903172,0.08633005042479357,-0.0471685025944934,9.911984668187307,-0.28463430175761617,-0.07534622612947703,0.30428504764627856,603.272505766305,462.50542556751395,571.9978695466295,sit
0.7011686143572621,0.09127386348284931,-0.05711842032596368,9.932069627754325,-0.14269478603424943,0.010430337539939386,0.09338535903583191,654.0572276702356,349.8888868301435,562.9415711578691,sit
0.7512520868113522,0.0842098403486108,-0.051594833821253294,9.921699957548206,0.29444149420335225,-0.02703572849000287,0.3145235815961919,761.3906808534306,402.53124380389767,662.0372183365967,sit
0.8013355592654424,0.03169803488136692,-0.055435487172821346,9.915754934792416,0.1485164573735294,0.3722936180057686,0.13335860747857298,680.4869415553138,312.1166200925998,573.4753051644636,sit
0.8514190317195326,0.09480914022834508,-0.06958346405042297,9.915183931869114,-0.24536260287362144,0.12645937033596422,-0.2623074811357193,734.5136990792357,441.8296492107771,609.3076485277425,sit
0.9015025041736228,0.06915545244745673,-0.051464248081656616,9.888680727062667,0.0951532099523316,-0.2944408998229705,0.031505356469217476,689.2811292022354,372.5889061292986,636.9965505278366,sit
0.9515859766277128,0.06842388979882899,-0.045393301018808896,9.924950411511164,0.2143394773656554,-0.270200697948172,-0.18663206694311907,676.3790232370592,430.4829538406471,659.5786878612234,sit
1.001669449081803,0.04781866411762953,-0.08613649478776299,9.933286544362167,-0.11390047788860383,-0.4221877664944144,-0.011350739142847942,648.584701809526,376.7043747125652,689.5062447879726,sit
1.0517529215358932,0.05683040989611307,-0.0341451353693207,9.900786769229509,-0.21051727757071284,-0.1802898489491038,-0.29770887867869217,723.0458703509487,477.73309006048066,704.2878111568581,sit
